nct_id,intervention_type
NCT03408639,Drug
NCT03408639,Drug
NCT03408639,Drug
NCT03408639,Drug
NCT03564756,Dietary Supplement
NCT04253626,Drug
NCT04253626,Drug
NCT00167388,Other
NCT00317226,Drug
NCT02128074,Drug
NCT00922610,Drug
NCT06138262,Other
NCT03706638,Dietary Supplement
NCT04093986,Other
NCT04093986,Other
NCT01720147,Drug
NCT00307814,Drug
NCT00590460,Biological
NCT00590460,Biological
NCT00590460,Drug
NCT00590460,Procedure
NCT05590260,Drug
NCT05590260,Drug
NCT01155375,Drug
NCT01155375,Drug
NCT03418168,Drug
NCT00317876,Drug
NCT00317876,Drug
NCT00317876,Drug
NCT00317876,Procedure
NCT00317876,Procedure
NCT02957643,Drug
NCT00338468,Drug
NCT04484857,Drug
NCT00595127,Drug
NCT00595127,Drug
NCT00595127,Radiation
NCT03350321,Drug
NCT03350321,Drug
NCT05737862,Dietary Supplement
NCT05737862,Dietary Supplement
NCT03347513,Drug
NCT03347513,Drug
NCT04502537,Drug
NCT04502537,Drug
NCT00439595,Device
NCT00439595,Device
NCT03279536,Combination Product
NCT03279536,Combination Product
NCT00442793,Drug
NCT00442793,Drug
NCT02879305,Drug
NCT02879305,Drug
NCT02879305,Drug
NCT02879305,Drug
NCT01245777,Drug
NCT02968368,Drug
NCT02968368,Other
NCT00495365,Drug
NCT00004464,Drug
NCT00004464,Drug
NCT05752955,Other
NCT05035641,Drug
NCT05035641,Drug
NCT03830034,Drug
NCT03830034,Drug
NCT04694235,Dietary Supplement
NCT00717366,Drug
NCT03670537,Diagnostic Test
NCT01393496,Other
NCT01393496,Other
NCT03122938,Dietary Supplement
NCT03122938,Dietary Supplement
NCT03552393,Drug
NCT02590224,Drug
NCT02590224,Drug
NCT03351868,Genetic
NCT03351166,Drug
NCT01191983,Drug
NCT02586402,Drug
NCT02586402,Drug
NCT03818867,Procedure
NCT00440557,Drug
NCT00440557,Drug
NCT00440557,Drug
NCT04128943,Other
NCT04128943,Other
NCT04128943,Other
NCT04128943,Other
NCT01428154,Drug
NCT03456258,Diagnostic Test
NCT02813850,Device
NCT03054350,Drug
NCT03054350,Drug
NCT04655027,Drug
NCT04655027,Drug
NCT02487719,Drug
NCT03759353,Diagnostic Test
NCT03759353,Drug
NCT03759353,Drug
NCT03759353,Diagnostic Test
NCT00813657,Behavioral
NCT03202615,Dietary Supplement
NCT03202615,Drug
NCT00896740,Genetic
NCT00896740,Procedure
NCT05598515,Behavioral
NCT05657821,Dietary Supplement
NCT00446576,Drug
NCT02931071,Drug
NCT02931071,Drug
NCT00953134,Dietary Supplement
NCT00953134,Dietary Supplement
NCT02064426,Drug
NCT02064426,Biological
NCT01975818,Drug
NCT01975818,Biological
NCT05900635,Drug
NCT05900635,Drug
NCT02439697,Other
NCT04661865,Other
NCT04925661,Drug
NCT04925661,Drug
NCT04925661,Drug
NCT00929409,Drug
NCT00929409,Drug
NCT01055431,Other
NCT01055431,Other
NCT01155388,Drug
NCT01155388,Drug
NCT04045002,Other
NCT03196882,Drug
NCT03196882,Drug
NCT03196882,Drug
NCT01555515,Procedure
NCT01555515,Biological
NCT00752609,Drug
NCT03400033,Drug
NCT03400033,Drug
NCT03400033,Drug
NCT03400033,Drug
NCT00586274,Procedure
NCT00586274,Drug
NCT00586274,Biological
NCT00586274,Biological
NCT00586274,Biological
NCT03176147,Other
NCT03175042,Device
NCT00968617,Drug
NCT00968617,Drug
NCT00968617,Drug
NCT00968617,Drug
NCT00869856,Drug
NCT00576602,Drug
NCT00576602,Drug
NCT05253781,Drug
NCT05253781,Other
NCT04656171,Radiation
NCT06045052,Drug
NCT04784052,Drug
NCT04784052,Device
NCT04784052,Biological
NCT04784052,Biological
NCT04784052,Drug
NCT04784052,Drug
NCT04784052,Drug
NCT01599507,Drug
NCT01599507,Drug
NCT04076969,Behavioral
NCT02892149,Drug
NCT02892149,Drug
NCT02341300,Device
NCT02341300,Device
NCT04074707,Dietary Supplement
NCT04812821,Other
NCT01665378,Dietary Supplement
NCT01665378,Dietary Supplement
NCT01665378,Dietary Supplement
NCT01666249,Biological
NCT01018576,Other
NCT04543812,Drug
NCT04543812,Drug
NCT03029208,Drug
NCT03029208,Drug
NCT03029208,Drug
NCT00899522,Other
NCT00899522,Procedure
NCT01719146,Other
NCT05585645,Biological
NCT06234332,Other
NCT02260193,Drug
NCT02260193,Drug
NCT02260193,Drug
NCT02648347,Drug
NCT02648347,Drug
NCT04885647,Drug
NCT04885647,Drug
NCT04885647,Drug
NCT04885647,Drug
NCT03814395,Other
NCT03700034,Other
NCT01244763,Drug
NCT05265325,Drug
NCT05265325,Drug
NCT05265325,Drug
NCT01084213,Drug
NCT01084213,Drug
NCT02079896,Drug
NCT02079896,Drug
NCT04069533,Biological
NCT02086838,Drug
NCT02086838,Drug
NCT01695759,Drug
NCT01695759,Drug
NCT05977686,Device
NCT05977686,Device
NCT00965666,Drug
NCT01331018,Procedure
NCT01331018,Biological
NCT01331018,Biological
NCT01331018,Other
NCT01331018,Procedure
NCT01331018,Drug
NCT01331018,Drug
NCT01331018,Drug
NCT00924781,Drug
NCT00924781,Drug
NCT00924781,Drug
NCT04667533,Drug
NCT01264679,Drug
NCT03029247,Drug
NCT03029247,Drug
NCT00802139,Drug
NCT00802139,Drug
NCT02535208,Other
NCT02535208,Other
NCT01763242,Other
NCT03605511,Diagnostic Test
NCT03992066,Drug
NCT03992066,Drug
NCT03992066,Drug
NCT01768351,Drug
NCT01768351,Drug
NCT02021409,Drug
NCT02021409,Biological
NCT03446612,Drug
NCT03446612,Drug
NCT03446612,Drug
NCT03446612,Drug
NCT03446612,Drug
NCT04925011,Drug
NCT01813682,Other
NCT01813682,Other
NCT01832688,Other
NCT05278793,Drug
NCT06366698,Drug
NCT06366698,Drug
NCT01888445,Drug
NCT01888445,Drug
NCT00609544,Drug
NCT04155125,Drug
NCT04155125,Drug
NCT03071666,Dietary Supplement
NCT03071666,Dietary Supplement
NCT06061393,Drug
NCT06061393,Drug
NCT02101086,Other
NCT06312644,Other
NCT03054337,Drug
NCT03054337,Drug
NCT03522428,Dietary Supplement
NCT02969655,Drug
NCT02969655,Drug
NCT02969655,Drug
NCT02969655,Drug
NCT02969655,Drug
NCT02969655,Drug
NCT03140722,Drug
NCT03140722,Drug
NCT03619850,Drug
NCT03619850,Drug
NCT06079918,Dietary Supplement
NCT06079918,Dietary Supplement
NCT06079918,Dietary Supplement
NCT00642967,Drug
NCT05082571,Drug
NCT02278341,Drug
NCT02278341,Drug
NCT02278341,Drug
NCT02278341,Drug
NCT05970172,Drug
NCT01964196,Drug
NCT01964196,Drug
NCT04248439,Biological
NCT00462384,Drug
NCT01062958,Other
NCT01062958,Other
NCT00964691,Drug
NCT00964691,Drug
NCT00364845,Drug
NCT00364845,Drug
NCT02858505,Drug
NCT02858505,Drug
NCT00337935,Drug
NCT00337935,Other
NCT02075463,Drug
NCT02075463,Drug
NCT01977573,Drug
NCT01977573,Drug
NCT02005588,Drug
NCT02005588,Drug
NCT02839096,Drug
NCT02839096,Drug
NCT05304442,Drug
NCT05304442,Drug
NCT00005898,Drug
NCT00005898,Drug
NCT00005898,Drug
NCT00005898,Drug
NCT00005898,Drug
NCT00005898,Drug
NCT00005896,Drug
NCT00005896,Genetic
NCT00005896,Procedure
NCT04148859,Procedure
NCT00006127,Drug
NCT06252103,Drug
NCT06252103,Drug
NCT00001399,Drug
NCT00005891,Drug
NCT00005891,Procedure
NCT00001749,Drug
NCT00001749,Drug
NCT01587898,Drug
NCT01587898,Other
NCT04101461,Drug
NCT04101461,Diagnostic Test
NCT04101461,Diagnostic Test
NCT04101461,Diagnostic Test
NCT04101461,Diagnostic Test
NCT04101461,Diagnostic Test
NCT02772016,Drug
NCT03975894,Biological
NCT00118027,Drug
NCT02221752,Dietary Supplement
NCT02221752,Dietary Supplement
NCT04976179,Drug
NCT04976179,Drug
NCT00046969,Biological
NCT00046969,Drug
NCT00046969,Radiation
NCT00046969,Radiation
NCT03481790,Drug
NCT03481790,Drug
NCT02817555,Drug
NCT02817555,Drug
NCT06016036,Drug
NCT06016036,Drug
NCT03461146,Drug
NCT03562143,Dietary Supplement
NCT03562143,Dietary Supplement
NCT03398824,Drug
NCT00925587,Drug
NCT02174627,Drug
NCT02174627,Drug
NCT01221844,Dietary Supplement
NCT01221844,Drug
NCT01001598,Drug
NCT02021318,Drug
NCT02021318,Drug
NCT05545527,Drug
NCT05545527,Drug
NCT05545527,Drug
NCT05504863,Drug
NCT05504863,Drug
NCT05504863,Drug
NCT05358509,Drug
NCT05358509,Drug
NCT05358509,Drug
NCT01977482,Drug
NCT01977482,Drug
NCT01977482,Drug
NCT04310059,Dietary Supplement
NCT04310059,Dietary Supplement
NCT02019719,Drug
NCT02019719,Drug
NCT00422513,Drug
NCT00422513,Drug
NCT03475342,Drug
NCT03475342,Other
NCT03968952,Other
NCT03428594,Biological
NCT03428594,Biological
NCT03814408,Biological
NCT01071239,Device
NCT01071239,Drug
NCT01071239,Drug
NCT01071239,Drug
NCT01071239,Drug
NCT05157828,Other
NCT05143021,Other
NCT01906489,Drug
NCT01906489,Drug
NCT05062044,Dietary Supplement
NCT05062044,Dietary Supplement
NCT05062044,Drug
NCT05062044,Dietary Supplement
NCT06261398,Behavioral
NCT06261398,Behavioral
NCT05804071,Drug
NCT04391998,Drug
NCT04391998,Drug
NCT04391998,Drug
NCT03409107,Drug
NCT03409107,Drug
NCT03409107,Drug
NCT02876835,Drug
NCT02876835,Drug
NCT02876835,Drug
NCT02876835,Drug
NCT01083888,Drug
NCT03961074,Other
NCT00746551,Drug
NCT00746551,Drug
NCT05462704,Drug
NCT05462704,Drug
NCT00167206,Procedure
NCT00167206,Procedure
NCT00167206,Procedure
NCT00167206,Drug
NCT04228627,Drug
NCT06220461,Dietary Supplement
NCT05151679,Drug
NCT05151679,Drug
NCT06201910,Other
NCT03439137,Drug
NCT03439137,Drug
NCT03439137,Drug
NCT03439137,Drug
NCT03402386,Drug
NCT03329196,Drug
NCT03329196,Drug
NCT05725278,Behavioral
NCT05725278,Other
NCT01519947,Drug
NCT00548860,Drug
NCT00548860,Drug
NCT01750190,Drug
NCT01750190,Drug
NCT00354341,Drug
NCT02652819,Drug
NCT02652819,Drug
NCT05745883,Drug
NCT05745883,Drug
NCT03361124,Drug
NCT05240677,Procedure
NCT02779764,Drug
NCT00994318,Drug
NCT00994318,Drug
NCT00994318,Drug
NCT02743572,Other
NCT02743572,Other
NCT02743572,Other
NCT02743572,Other
NCT01193192,Other
NCT01193192,Other
NCT04029142,Diagnostic Test
NCT03317210,Drug
NCT03317210,Drug
NCT01115478,Dietary Supplement
NCT01115478,Dietary Supplement
NCT01115478,Other
NCT01119612,Dietary Supplement
NCT01119612,Other
NCT02191527,Device
NCT02191527,Device
NCT02191527,Device
NCT01131624,Drug
NCT01131624,Drug
NCT01136850,Drug
NCT01136850,Drug
NCT05910853,Diagnostic Test
NCT01183572,Dietary Supplement
NCT01183572,Dietary Supplement
NCT01183572,Dietary Supplement
NCT02865850,Drug
NCT02865850,Drug
NCT03392298,Drug
NCT05251493,Drug
NCT05251493,Drug
NCT04410198,Drug
NCT03689218,Dietary Supplement
NCT03689218,Dietary Supplement
NCT02228655,Drug
NCT05975125,Drug
NCT04505514,Drug
NCT04505514,Drug
NCT04505514,Drug
NCT05496400,Radiation
NCT03287882,Dietary Supplement
NCT03287882,Behavioral
NCT03157804,Procedure
NCT03157804,Biological
NCT03157804,Other
NCT03157804,Biological
NCT03157804,Drug
NCT03157804,Procedure
NCT05691257,Drug
NCT05691257,Drug
NCT02441439,Dietary Supplement
NCT02441439,Dietary Supplement
NCT04414527,Behavioral
NCT04414527,Behavioral
NCT05423249,Drug
NCT05423249,Drug
NCT05423249,Drug
NCT05423249,Drug
NCT05423249,Drug
NCT03484845,Drug
NCT02680574,Drug
NCT02680574,Drug
NCT03643601,Other
NCT02268994,Drug
NCT02268994,Drug
NCT03251664,Dietary Supplement
NCT04008147,Dietary Supplement
NCT04008147,Dietary Supplement
NCT03476330,Drug
NCT03217656,Other
NCT05082584,Drug
NCT04509375,Device
NCT04509375,Device
NCT02940860,Drug
NCT02940860,Drug
NCT02689206,Drug
NCT02689206,Drug
NCT03206086,Drug
NCT00970866,Dietary Supplement
NCT00970866,Dietary Supplement
NCT00970866,Dietary Supplement
NCT02366325,Drug
NCT00548691,Drug
NCT00548691,Drug
NCT00479115,Drug
NCT00479115,Device
NCT01795131,Dietary Supplement
NCT01795131,Dietary Supplement
NCT03242967,Drug
NCT03242967,Drug
NCT02378662,Biological
NCT04810546,Dietary Supplement
NCT03657433,Dietary Supplement
NCT03657433,Drug
NCT04959578,Drug
NCT04959578,Drug
NCT02959125,Other
NCT02959125,Dietary Supplement
NCT02959125,Behavioral
NCT02959125,Other
NCT02959125,Dietary Supplement
NCT03212781,Drug
NCT03212781,Drug
NCT03836703,Drug
NCT03836703,Drug
NCT00981045,Drug
NCT00981045,Drug
NCT01102413,Drug
NCT01102413,Drug
NCT03188445,Drug
NCT03188445,Drug
NCT02127905,Biological
NCT04975074,Drug
NCT00236977,Drug
NCT00236977,Drug
NCT03922087,Other
NCT05262634,Other
NCT00317239,Drug
NCT00317239,Drug
NCT00395993,Drug
NCT00395993,Drug
NCT00630253,Biological
NCT00630253,Drug
NCT00630253,Drug
NCT00630253,Procedure
NCT00630253,Drug
NCT00630253,Drug
NCT00630253,Drug
NCT00630253,Drug
NCT02190565,Dietary Supplement
NCT00258427,Biological
NCT00258427,Biological
NCT00258427,Drug
NCT00258427,Drug
NCT00258427,Drug
NCT00258427,Drug
NCT00258427,Biological
NCT03738995,Biological
NCT02038023,Drug
NCT02625844,Other
NCT03214627,Device
NCT03214627,Drug
NCT03214627,Drug
