nct_id,affiliation,organization
NCT03196882,Fundacio d'Investigacio en Atencio Primaria Jordi Gol i Gurina,NA
NCT03400033,NA,NA
NCT01071239,Medical College of Wisconsin,NA
NCT03174652,NA,NA
NCT03175042,NA,NA
NCT02879305,NA,NA
NCT01018576,NA,NA
NCT05151679,Assiut University,NA
NCT00899522,OHSU Knight Cancer Institute,NA
NCT05585645,NA,NA
NCT02468414,NA,NA
NCT02762773,University Hospitals Cleveland Medical Center,NA
NCT04784052,Stanford University,NA
NCT04470063,NA,NA
NCT04437771,NA,NA
NCT02892149,NA,NA
NCT02341300,NA,NA
NCT04812821,NA,NA
NCT04543812,NA,NA
NCT03438227,Indiana University,NA
NCT03029208,NA,NA
NCT02260193,NA,NA
NCT00148629,NA,NA
NCT05265325,NA,NA
NCT03378791,Mansoura University,NA
NCT03374111,"The First Affiliated Hospital, Guangzhou University of Traditional Chinese Medicine",NA
NCT02678533,NA,NA
NCT04278651,NA,NA
NCT03350347,NA,NA
NCT01720147,NA,NA
NCT03350321,NA,NA
NCT02079896,NA,NA
NCT03347513,Kasr El Aini Hospital,NA
NCT04502537,NA,NA
NCT05035641,NA,NA
NCT02086838,Ain Shams University,NA
NCT02487719,NA,NA
NCT03202615,NA,NA
NCT02439697,The University of Hong Kong,NA
NCT02444845,NA,NA
NCT04925661,NA,NA
NCT03574506,NA,NA
NCT05699109,Helwan University,NA
NCT03176147,NA,NA
NCT05657821,Indonesia Timur University,NA
NCT03029247,NA,NA
NCT04655027,NA,NA
NCT05900635,NA,NA
NCT05253781,NA,NA
NCT02648347,NA,NA
NCT03814395,Peking University,NA
NCT03700034,Public Health Foundation of India,NA
NCT03873571,NA,NA
NCT04925011,The Children's Hospital of Zhejiang University School of Medicine,NA
NCT05479799,Beni-Suef University,NA
NCT05082571,NA,NA
NCT02278341,NA,NA
NCT01902628,NA,NA
