"","nct_id","last_update_submitted_date","registration_date","summary_results_date","study_type","phase","enrollment","recruitment_status","official_title","title","start_date","completion_date","primary_completion_date","has_summary_results","allocation","masking","main_sponsor","is_multicentric","category","country","region"
"11","NCT03537170",2018-05-23,2018-05-11,NA,"Observational",NA,31,"Completed","Dietary Assessment and Prevalence of Refeeding Syndrome in High-risk TB Patients in Chhattisgarh, India","Dietary Assessment and Prevalence of Refeeding Syndrome in High-risk TB Patients in Chhattisgarh, India",2017-11-23,2018-02-14,2018-02-14,FALSE,NA,NA,"OTHER",FALSE,"Monocentric","India","LMIC"
"12","NCT02281643",2017-03-22,2014-10-26,NA,"Interventional","Phase 2",200,"Completed","Comparison of Early and Late Administration of Doxycycline in Their Efficacy Against Mansonella Perstans and in Development of Immunity Against Mycobacterial Infections","Concomitant Infections of Mansonella Perstans in Tuberculosis and Buruli Ulcer Disease Patients From Ghana",2014-10-01,2017-03-15,2017-03-15,FALSE,"Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","Ghana","LMIC"
"13","NCT01635153",2020-08-05,2012-05-23,2020-06-11,"Interventional","Not Applicable",151,"Completed","Randomized Controlled Trial of a Protein-calorie Supplement for HIV-infected Women With Tuberculosis","Effects of a Protein Calorie Supplement in HIV-infected Women With Tuberculosis",2012-05-01,2014-07-01,2014-07-01,TRUE,"Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","Tanzania","LMIC"
"14","NCT01642888",2016-04-13,2012-07-05,NA,"Interventional","Phase 3",1190,"Completed","A Phase III Trial in Subjects Suspected to Have Tuberculosis, Comparing the Diagnostic Performance of C-Tb to QuantiFERON®-TB Gold In-Tube, in Combination With a Double Blind Randomized Split Body Safety Assessment of C-Tb Versus 2 T.U. Tuberculin PPD RT23 SSI (PPD)","A Trial in Subjects Suspected to Have Tuberculosis, Comparing the Diagnostic Performance of C-Tb to QuantiFERON®, in Combination With a Safety Assessment of C-Tb Versus Tuberculin PPD RT23 SSI",2012-09-01,2014-09-01,2014-09-01,FALSE,"Randomized","Quadruple","OTHER",TRUE,"Multicentric Local","South Africa","LMIC"
"15","NCT03025516",2017-07-18,2017-01-17,NA,"Observational",NA,360,"Unknown status","Performance Evaluation of Two Diagnostic Technologies for TB Detection Based Upon Breath Testing","Performance Evaluation of TB Breath- and Cough-testing Platforms",2017-05-29,2017-12-01,2017-12-01,FALSE,NA,NA,"OTHER",FALSE,"Monocentric","South Africa","LMIC"
"16","NCT03074799",2020-03-03,2017-03-01,NA,"Interventional","Not Applicable",4054,"Completed","Nurse-Led, Symptom-Based Screening of Household Child Contacts of Tuberculosis Index Cases","Nurse-Led, Symptom-Based Screening of Household Child Contacts of Tuberculosis Index Cases",2015-10-01,2018-09-15,2018-09-15,FALSE,"Non-Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","South Africa","LMIC"
"17","NCT02701439",2016-03-02,2013-02-16,NA,"Observational",NA,1050,"Completed","Small Membrane Filtration (SMF) Method to Improve the Performance of Smear Microscopy for the Diagnosis of Pulmonary Tuberculosis in a High HIV Prevalence Setting","SMF to Improve Performance of Microscopy for the Diagnosis of PTB in a High HIV Prevalence Setting",2012-09-01,2014-06-01,2014-06-01,FALSE,NA,NA,"OTHER",FALSE,"Monocentric","Uganda","LMIC"
"18","NCT01650389",2015-09-29,2012-07-23,NA,"Interventional","Phase 2",248,"Completed","Phase II Randomised Controlled Trial to Evaluate Safety and Immunogenicity of MVA85A and Selective, Delayed Bacille Calmette-Guerin (BCG) Vaccination in Infants of HIV Infected Mothers","Safety and Immunogenicity of MVA85A Prime and Bacille Calmette-Guerin Boost Vaccination",2012-10-01,2015-05-01,2015-05-01,FALSE,"Randomized","Quadruple","OTHER",TRUE,"Multicentric Local","South Africa","LMIC"
"19","NCT02121314",2015-04-07,2014-01-25,NA,"Interventional","Phase 2",20,"Completed","The Influence of Fasting and Food on the Pharmacokinetics of Isoniazid, Rifampicin, Pyrazinamide, and Ethambutol in Newly Diagnosed TB Patients","HRZE Fasted/Fed in Newly Diagnosed TB",2013-07-01,2014-06-01,2014-04-01,FALSE,"Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","Indonesia","LMIC"
"20","NCT01690754",2015-03-18,2012-09-13,NA,"Interventional","Not Applicable",2207,"Completed","Monitoring Patient Compliance With Tuberculosis Treatment Regimens","Evaluating the Effectiveness of Interactive SMS Reminders on TB Treatment Outcomes",2011-03-01,2014-11-01,2014-11-01,FALSE,"Randomized","None (Open Label)","OTHER",TRUE,"Multicentric Local","Pakistan","LMIC"
"21","NCT01442428",2013-11-20,2011-08-30,NA,"Interventional","Phase 2/Phase 3",0,"Withdrawn","Randomized Controlled Trial for Corticosteroids Versus NSAIDs With or Without Adjunctive Atorvastatin for the Treatment for Paradoxical Tuberculosis Immune Reconstitution Inflammatory Syndrome","Paradoxical Tuberculosis Immune Reconstitution Inflammatory Syndrome (TB-IRIS) Treatment Trial",2014-01-01,2016-06-01,2016-03-01,FALSE,"Randomized","Quadruple","OTHER",TRUE,"Multicentric Local","Thailand","LMIC"
"22","NCT00801606",2016-02-08,2008-12-02,NA,"Interventional","Phase 3",403,"Completed","Micronutrient Supplementation in Conjunction With Standard Anti-Tuberculosis Therapy in Paediatric (6 Months-15 Years) New Pulmonary Tuberculosis Patients","Micronutrient Supplementation in in Paediatric Pulmonary Tuberculosis",2008-12-01,2012-06-01,2012-06-01,FALSE,"Randomized","Quadruple","OTHER",FALSE,"Monocentric","India","LMIC"
"23","NCT00604617",2022-01-03,2008-01-03,NA,"Observational",NA,564,"Completed","The Utility of Interferon-Gamma Release Assays in TB-HIV Co-infected Children","Interferon-Gamma Release Assays in Tuberculosis (TB) - HIV Co-infected Children",2009-01-26,2012-08-21,2012-08-21,FALSE,NA,NA,"OTHER",FALSE,"Monocentric","South Africa","LMIC"
"24","NCT03919812",2019-04-17,2019-04-15,NA,"Interventional","Not Applicable",60,"Completed","Immunomodulatory Effect of Vitamin D Supplementation on Monocyte in Major Beta-thalassemia","Immunomodulatory Vitamin D in Thalassemia",2018-04-01,2018-08-15,2018-07-15,FALSE,NA,"None (Open Label)","OTHER",FALSE,"Monocentric","Indonesia","LMIC"
"25","NCT04150224",2020-02-13,2019-10-18,2020-01-24,"Interventional","Phase 1",60,"Completed","An Open-label, Prospective Study of Safety, Tolerability, Pharmacokinetics and Food Effects of PBTZ169, 80 mg Capsules, When Used in Ascending Doses in Healthy Volunteers","Safety, Tolerability, Pharmacokinetics and Food Effects Study of PBTZ169",2018-07-03,2019-02-01,2018-11-23,TRUE,"Randomized","None (Open Label)","INDUSTRY",FALSE,"Monocentric","Russian Federation","LMIC"
"26","NCT02414828",2016-04-01,2015-04-08,2016-03-04,"Interventional","Phase 2",72,"Completed","A Phase II Double-Blind, Randomized, Placebo-controlled, Dose Escalation Study to Evaluate the Safety of AERAS-402 in Adults Recently Treated for Pulmonary Tuberculosis","A Study to Evaluate the Safety of AERAS-402 in Adults Recently Treated for Pulmonary TB",2008-10-01,2010-11-01,2010-07-01,TRUE,"Randomized","Quadruple","OTHER",FALSE,"Monocentric","South Africa","LMIC"
"27","NCT01517022",2017-10-12,2011-06-23,NA,"Interventional","Phase 3",800,"Completed","Impact of a Package of Intensive Smoking-cessation Interventions Versus Smoking-cessation Advice on Outcomes in Smear-positive Patients With Pulmonary Tuberculosis; a Randomised Controlled Trial (STB_RCT).","Intensive Smoking-cessation Intervention Versus Smoking-cessation Advice in Smear-positive Patients With Pulmonary Tuberculosis",2010-11-01,2016-09-01,2016-09-01,FALSE,"Randomized","Double","OTHER",FALSE,"Monocentric","India","LMIC"
"28","NCT01539005",2017-02-01,2012-02-10,NA,"Observational",NA,402,"Completed","Is Tuberculosis Recurrence in Treated Tuberculosis-Human Immunodeficiency Virus (HIV) Co-Infected Patients Relapse or Re-infection?","Tuberculosis Recurrence Upon Treatment With Highly Active Antiretroviral Therapy",2009-11-01,2014-04-23,2014-04-23,FALSE,NA,NA,"NETWORK",FALSE,"Monocentric","South Africa","LMIC"
"29","NCT03497195",2019-09-24,2018-04-06,NA,"Interventional","Not Applicable",18194,"Completed","Achieving TB Control In Zambia Through Scale Up Of Innovative Tools And Proven Active TB Case Finding Interventions","Achieving Tuberculosis (TB) Control In Zambia",2017-07-01,2018-12-31,2018-12-31,FALSE,"Non-Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","Zambia","LMIC"
"30","NCT01699633",2012-10-11,2012-09-14,NA,"Observational",NA,58,"Unknown status","Effect of Rifampin-containing Anti-TB Therapy on Nevirapine Plasma Pharmacokinetics in HIV/TB Co-infected Children < 3 Years Old","Rifampin and Nevirapine Interactions in Young Children",2012-10-01,2017-05-01,2017-05-01,FALSE,NA,NA,"OTHER",FALSE,"Monocentric","Ghana","LMIC"
"31","NCT01875952",2013-06-11,2012-03-28,NA,"Interventional","Phase 4",100,"Unknown status","Integral Research of the Managing and Treatment of the Infection With Human Immunodeficiency (VIH) /Human Immunodeficiency Syndrome(SIDA) Co-infection With Latent Tuberculosis Infection. A Multidisciplinary and Interinstitucional Approach","Diagnosis and Treatment of Co-infection With Human Immunodeficiency Virus /Latent Tuberculosis Infection (HIV/TBL)",2010-05-01,2013-06-01,2012-06-01,FALSE,NA,"None (Open Label)","OTHER",TRUE,"Multicentric Local","Mexico","LMIC"
"32","NCT01479972",2013-10-28,2011-11-18,NA,"Interventional","Phase 2",48,"Completed","Phase II Open Label, Randomized, Controlled Study to Evaluate Safety and Immunogenicity of VPM1002 in Comparison With BCG in HIV-unexposed, BCG Naive Newborn Infants in South Africa","Study to Evaluate Safety and Immunogenicity of VPM1002 in Comparison With BCG in Newborn Infants in South Africa",2011-11-01,2012-11-01,2012-11-01,FALSE,"Randomized","None (Open Label)","INDUSTRY",FALSE,"Monocentric","South Africa","LMIC"
"33","NCT02169882",2017-05-31,2014-06-15,NA,"Interventional","Phase 2/Phase 3",60,"Completed","A Randomized Double Blinded Phase 2b Clinical Trial Comparing Standard Dose With Two Higher Doses of Rifampicin for Treatment of Adults With Tuberculous Meningitis","High-dose Rifampicin for the Treatment of Tuberculous Meningitis: a Dose-finding Study",2014-12-01,2017-05-05,2016-11-05,FALSE,"Randomized","Quadruple","OTHER",FALSE,"Monocentric","Indonesia","LMIC"
"34","NCT00918086",2014-07-10,2009-06-10,NA,"Interventional","Phase 2",199,"Completed","Impact of Vitamin D Supplementation on Host Immunity to Mycobacterium Tuberculosis and Response to Treatment: Building Translational Research Capacity in Nutrition and Infectious Diseases in the Republic of Georgia","Impact of Vitamin D Supplementation on Host Immunity to Mycobacterium Tuberculosis and Response to Treatment",2009-07-01,2014-07-01,2012-09-01,FALSE,"Randomized","Triple","OTHER",FALSE,"Monocentric","Georgia","LMIC"
"35","NCT01782950",2015-04-10,2013-01-09,NA,"Interventional","Phase 4",400,"Unknown status","Evaluation of the Pharmacokinetics of Antituberculosis Drugs and Tuberculosis Treatment Outcomes in HIV-tuberculosis Co-infected Ugandan Adults","Evaluation of the Pharmacokinetics of Antituberculosis Drugs and Tuberculosis Treatment Outcomes",2013-02-01,2016-03-01,2016-03-01,FALSE,NA,"None (Open Label)","OTHER",FALSE,"Monocentric","Uganda","LMIC"
"36","NCT02878447",2017-10-25,2016-06-23,NA,"Interventional","Not Applicable",40,"Unknown status","The Utility of External Beam Radiotherapy for Haemoptysis Secondary to Aspergillomata and Structural Lung Diseases in Patients Who Are Refractory to Medical Management and Not Surgical Candidates: A Pilot Study","The Utility of Radiotherapy in the Management of Haemoptysis Secondary to Aspergillomata and Structural Lung Diseases",2016-06-01,2019-03-01,2018-03-01,FALSE,"Randomized","Single","OTHER",FALSE,"Monocentric","South Africa","LMIC"
"37","NCT02765087",2017-11-12,2016-05-04,NA,"Interventional","Not Applicable",100,"Unknown status","Diagnostic Utility of the E-Nose for Pleural TB","E-Nose: Diagnostic Tool for Pleural TB",2015-01-01,2017-12-01,2017-12-01,FALSE,"Non-Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","Venezuela","LMIC"
"38","NCT02465216",2019-02-21,2015-06-03,2018-10-11,"Interventional","Phase 2",60,"Completed","A Phase 2A, Randomized, Double-Blind, Placebo-Controlled, Clinical Trial to Evaluate the Safety and Immunogenicity of the ID93 + GLA-SE Vaccine in HIV Uninfected Adult TB Patients After Treatment Completion","Phase 2a ID93 + GLA-SE Vaccine Trial in TB Patients After Treatment Completion",2015-06-01,2017-01-01,2017-01-01,TRUE,"Randomized","Triple","OTHER",TRUE,"Multicentric Local","South Africa","LMIC"
"39","NCT01456845",2012-08-30,2011-10-20,NA,"Observational",NA,110,"Completed","Estimation of Plasma Free and Total Drug Levels of Rifampicin, Isoniazid and Pyrazinamide in Patients on Antituberculosis Therapy and Its Correlation With Development of Drug Induced Hepatotoxicity","Anti-tuberculosis (TB) Drug Levels and Correlation With Drug Induced Hepatotoxicity",2010-08-01,2012-06-01,2012-06-01,FALSE,NA,NA,"OTHER",FALSE,"Monocentric","India","LMIC"
"40","NCT00737724",2015-03-24,2008-08-19,NA,"Interventional","Not Applicable",63,"Terminated","Efficacy of Simultaneous Versus Sequential Antiretroviral Therapy and Antituberculosis Treatment in Patients With AIDS and Active Tuberculosis. Open, Randomized and Controlled, Multisite Clinical Trial.","Simultaneous Versus Sequential Antiretroviral Therapy (ARV) Therapy and Mycobacterium Tuberculosis (MTB) Treatment",2008-03-01,2011-02-01,2011-02-01,FALSE,"Randomized","None (Open Label)","OTHER_GOV",TRUE,"Multicentric Local","Mexico","LMIC"
"41","NCT02313610",2016-10-14,2014-12-07,NA,"Interventional","Phase 2",253,"Completed","Efficacy and Safety of Qinbudan as an Adjunct Therapy in Patients Receiving Standard Combination Therapy for Retreatment Pulmonary Tuberculosis: A Randomized, Double-blind, Placebo-controlled Multicenter Clinical Trial","Efficacy and Safety of Qinbudan as an Adjunct Therapy for Retreatment Pulmonary Tuberculosis",2011-04-01,2013-03-01,2013-03-01,FALSE,"Randomized","Quadruple","OTHER",TRUE,"Multicentric Local","China","LMIC"
"42","NCT01218217",2013-01-11,2010-10-08,NA,"Interventional","Phase 2",90,"Completed","A Phase 2A Trial to Evaluate the Extended Early Bactericidal Activity, Safety, Tolerability, and Pharmacokinetics of SQ109 in Adult Subjects With Newly Diagnosed, Uncomplicated, Smear-Positive, Pulmonary Tuberculosis","Early Bactericidal Activity (EBA) of SQ109 in Adult Subjects With Pulmonary TB",2010-11-01,2012-05-01,2011-09-01,FALSE,"Randomized","None (Open Label)","OTHER",TRUE,"Multicentric Local","South Africa","LMIC"
"43","NCT02114684",2019-06-11,2014-01-29,2019-02-27,"Interventional","Phase 1/Phase 2",197,"Completed","An Open Label Randomized Controlled Clinical Trial Comparing a 24Week Oral Regimen Containing Moxifloxacin With a 24 Week Standard Drug Regimen for the Treatment of Smear-positive Pulmonary Tuberculosis in Patients Previously Treated for TB","Improving Retreatment Success (IMPRESS)",2013-11-01,2017-07-17,2017-07-01,TRUE,"Randomized","None (Open Label)","NETWORK",FALSE,"Monocentric","South Africa","LMIC"
"44","NCT02500277",2018-08-29,2015-07-13,NA,"Interventional","Not Applicable",50,"Completed","A Study to Evaluate the Yield of Pleural Biopsy With a Flexible Cryoprobe Versus Flexible Forceps During Semirigid Thoracoscopy: a Comparative Study","Yield of Cryoprobe vs Flexible Forceps Pleural Biopsy",2015-01-01,2018-07-01,2018-07-01,FALSE,"Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","India","LMIC"
"45","NCT02508610",2016-05-10,2015-05-24,NA,"Observational",NA,630,"Unknown status","DNA Sequencing of MDR TB in Eastern Siberia","DNA Sequencing of MDR TB in Eastern Siberia",2013-11-01,2018-11-01,2018-11-01,FALSE,NA,NA,"OTHER",FALSE,"Monocentric","Russian Federation","LMIC"
"46","NCT02430506",2016-04-25,2015-04-27,NA,"Interventional","Phase 1",20,"Completed","A Phase I Randomized Placebo-controlled Double-blind Study to Evaluate Safety and Immunogenicity of AERAS-402 Administered in HIV-negative, BCG-vaccinated, QuantiFERON®-TB Gold (+) and QuantiFERON®-TB Gold (-) Adults Without Evidence of Tuberculosis.","A Study to Evaluate Safety and Immunogenicity of AERAS-402 Administered in HIV-negative, BCG-vaccinated, QFT (+) and (-) Adults Without Evidence of TB",2008-09-01,2010-07-01,2009-06-01,FALSE,"Randomized","Quadruple","OTHER",FALSE,"Monocentric","Kenya","LMIC"
"47","NCT00947609",2012-06-05,2009-07-27,NA,"Observational",NA,158,"Completed","Improving the Diagnosis and Management of Latent Tuberculosis in Thai Children","Improving Latent Tuberculosis (TB) Diagnosis in Thai Children",2009-08-01,2011-12-01,2011-12-01,FALSE,NA,NA,"OTHER",TRUE,"Multicentric Local","Thailand","LMIC"
"48","NCT01392911",2018-11-23,2011-06-14,NA,"Interventional","Phase 2",128,"Completed","A Phase IIA Dose Ranging Trial to Evaluate the Safety, Tolerability, Extended Early Bactericidal Activity and Pharmacokinetics of Higher Doses of Rifampicin in Adult Subjects With Newly Diagnosed, Uncomplicated, Smear-Positive, Pulmonary Tuberculosis","Safety, Tolerability, Extended Early Bactericidal Activity and PK of Higher Doses Rifampicin in Adults With Pulmonary TB",2011-06-01,2018-11-01,2018-07-01,FALSE,"Non-Randomized","None (Open Label)","OTHER",TRUE,"Multicentric Local","South Africa","LMIC"
"49","NCT02946762",2019-03-11,2016-09-14,NA,"Interventional","Not Applicable",419,"Completed","Z 31501 - Treatment as Prevention (TasP) in Correctional Facilities in Zambia and South Africa","TasP in Correctional Facilities",2016-02-01,2018-03-31,2018-03-31,FALSE,NA,"None (Open Label)","OTHER",FALSE,"Monocentric","Zambia","LMIC"
"50","NCT02662829",2022-04-04,2016-01-15,NA,"Interventional","Not Applicable",562,"Completed","Preventing Childhood Tuberculosis in Lesotho (PREVENT Study)","Preventing Childhood Tuberculosis in Lesotho (PREVENT Study)",2015-12-01,2019-01-01,2019-01-01,FALSE,"Randomized","None (Open Label)","OTHER",TRUE,"Multicentric Local","Lesotho","LMIC"
"51","NCT01344148",2011-04-27,2010-09-14,NA,"Interventional","Not Applicable",400,"Unknown status","AIDS and Tuberculosis Co-infection Treatment Strategies Study of China.[ Eleven Fifth Key Research Grant From the Ministry of Science and Technology, the People's Republic of China]","Acquired Immunodeficiency Syndrome(AIDS) and Tuberculosis(Tb) Co-infection Treatment Strategies Study of China.",2009-02-01,2013-06-01,2011-06-01,FALSE,"Randomized","None (Open Label)","OTHER_GOV",FALSE,"Monocentric","China","LMIC"
"52","NCT02169141",2014-06-20,2014-06-12,NA,"Observational",NA,20,"Completed","Pharmacokinetics of Levofloxacin and Capreomycin in MDR-TB Patients","Pharmacokinetics of Levofloxacin and Capreomycin in Multidrug-Resistant Tuberculosis Patients",2012-11-01,2013-11-01,2013-02-01,FALSE,NA,NA,"OTHER",FALSE,"Monocentric","Belarus","LMIC"
"53","NCT01677871",2013-12-16,2012-08-30,NA,"Interventional","Not Applicable",120,"Unknown status","Study of Efficacy and Safety of Modified Anti-tubercular Regimens in Treatment of Tuberculosis in Patients With Underlying Compensated and Decompensated Chronic Liver Disease","Efficacy and Safety of Modified Anti-tubercular Regimens in Treatment of Tuberculosis in Patients With Underlying Compensated and Decompensated Chronic Liver Disease",2012-09-01,2014-09-01,2014-09-01,FALSE,"Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","India","LMIC"
"54","NCT03027154",2018-04-10,2017-01-19,NA,"Interventional","Phase 3",96,"Completed","For Tuberculosis (TB) Clinical Auxiliary Diagnosis of Recombinant Mycobacterium Tuberculosis Allergen ESAT6-CFP10 Dose Certain Phase III Clinical Research in Children Under the Age of 18 Years Old","Clinical Study of Recombinant Mycobacterium Tuberculosis ESAT6-CFP10 Allergen for Children",2016-10-01,2018-03-01,2017-10-01,FALSE,"Randomized","Double","INDUSTRY",TRUE,"Multicentric Local","China","LMIC"
"55","NCT03137875",2017-04-28,2011-02-22,NA,"Observational",NA,122,"Completed","Evaluation of the PCR Using DNA Extracts From Stained Slides and Sputum Collected on Filter Paper for Identification and Detection of Tuberculosis and Multidrug Resistant (MDR) Tuberculosis","Evaluation of PCR Using DNA Extract From Slides and Filter Paper for the Detection of Tuberculosis and MDR-tuberculosis",2011-03-01,2012-12-01,2012-12-01,FALSE,NA,NA,"OTHER",FALSE,"Monocentric","Uganda","LMIC"
"56","NCT01017536",2016-07-25,2009-11-18,2014-10-08,"Interventional","Phase 2",26,"Completed","Phase II Double-Blind, Randomized, Placebo-Controlled Study to Evaluate the Safety and Immunogenicity of AERAS-402 in HIV-infected, BCG-vaccinated Adults With CD4+ Lymphocyte Counts Greater Than 350 Cells/mm3","Safety and Immunogenicity of AERAS-402 in HIV-infected, Bacillus Calmette-Guerin (BCG)-Vaccinated Adults",2009-12-01,2012-05-01,2012-03-01,TRUE,"Randomized","Quadruple","OTHER",FALSE,"Monocentric","South Africa","LMIC"
"57","NCT00728507",2017-03-08,2008-07-30,2016-08-03,"Interventional","Phase 2",121,"Terminated","A Phase II Randomized, Open-label Trial of a Rifapentine Plus Moxifloxacin-Based Regimen for Intensive Phase Treatment of Smear-Positive Pulmonary Tuberculosis","Rifapentine Plus Moxifloxacin for Treatment of Pulmonary Tuberculosis",2009-11-01,2013-04-01,2013-04-01,TRUE,"Randomized","None (Open Label)","OTHER",TRUE,"Multicentric Local","Brazil","LMIC"
"58","NCT01113281",2011-11-18,2010-04-27,NA,"Interventional","Phase 1",24,"Completed","Phase Ib Open Label, Randomized, Controlled, Dose-Escalation Study to Evaluate Safety and Immunogenicity of VPM1002 in Comparison With BCG in Healthy Volunteers in South Africa","Dose-Escalation Study on Safety and Immunogenicity of VPM1002 in Comparison to BCG in Healthy Volunteers in South Africa",2010-04-01,2011-03-01,2010-12-01,FALSE,"Randomized","None (Open Label)","INDUSTRY",FALSE,"Monocentric","South Africa","LMIC"
"59","NCT03096379",2019-04-15,2017-03-15,NA,"Observational",NA,120,"Completed","Differentiating Gut Tuberculosis and Crohn's Disease Via Magnetic Resonance Enterography","MRI Differentiating Gut TB and Crohn's",2014-12-30,2019-03-30,2018-12-30,FALSE,NA,NA,"OTHER",FALSE,"Monocentric","China","LMIC"
"60","NCT01288950",2012-08-20,2011-02-01,NA,"Interventional","Not Applicable",49,"Completed","Vitamin D Supplementation Enhances Immune Response to BCG Vaccination in Infants","Vitamin D Supplementation Enhances Immune Response to Bacille-Calmette-Guerin (BCG) Vaccination in Infants",2011-02-01,2012-07-01,2012-07-01,FALSE,"Randomized","Double","OTHER",FALSE,"Monocentric","Mexico","LMIC"
"61","NCT00677339",2012-01-17,2008-05-12,NA,"Interventional","Phase 3",200,"Completed","Phase 3 Trial of Oral L-arginine and / or Vitamin D as Adjunctive Therapies in Pulmonary Tuberculosis in Papua Province, Indonesia.","L-arginine and Vitamin D Adjunctive Therapy in Pulmonary Tuberculosis (TB)",2008-06-01,2010-05-01,2010-02-01,FALSE,"Randomized","Quadruple","OTHER",FALSE,"Monocentric","Indonesia","LMIC"
