"","nct_id","last_update_submitted_date","registration_date","summary_results_date","study_type","phase","enrollment","recruitment_status","official_title","title","start_date","completion_date","primary_completion_date","has_summary_results","allocation","masking","main_sponsor","is_multicentric","category","country","region"
"11","NCT02101086",2014-03-28,2014-03-28,NA,"Interventional","Not Applicable",39,"Completed","Evaluation of the Efficacy and Safety of Autologous Cord Blood Transfusions in Premature Infants","Autologous Cord Blood Transfusion in Preterm Infants",2009-03-01,2012-01-01,2010-09-01,FALSE,"Randomized","Double","OTHER",FALSE,"Monocentric","Turkey","LMIC"
"12","NCT01183572",2012-09-08,2010-08-13,NA,"Interventional","Not Applicable",802,"Completed","Trial of Pre-Pregnancy Supplements","Trial of Pre-Pregnancy Supplements",2010-08-01,2012-01-01,2012-01-01,FALSE,"Randomized","Quadruple","OTHER",FALSE,"Monocentric","Tanzania","LMIC"
"13","NCT02790905",2017-10-05,2016-05-19,NA,"Observational",NA,370,"Completed","Validating the Patient Health Questionnaire-9 (PHQ-9) and Refugee Health Screener-15(RHS-15) Questionnaires to Screen for Depression in Pregnant and Post-partum Migrant Women on the Thai-Myanmar Border","Validating the Patient Health Questionnaire in Pregnant and Post-partum Migrant Women",2015-09-01,2016-09-30,2016-09-30,FALSE,NA,NA,"OTHER",FALSE,"Monocentric","Thailand","LMIC"
"14","NCT02366325",2015-02-12,2015-02-12,NA,"Interventional","Phase 2",60,"Unknown status","A Phase 2, Open-Label, Multi-Center , Dose-Finding Study of the Safety and Efficacy of Pegol-Sihematide (EPO-018B) for the Treatment of Anemia in Patients With End-Stage Renal Disease Receiving Maintenance Hemodialysis (HD)","Safety & Efficacy of EPO-018B for the Treatment of Anemia in Participants With ERSD Receiving Maintenance Hemodialysis",2014-07-01,2015-12-01,2015-12-01,FALSE,"Non-Randomized","None (Open Label)","INDUSTRY",FALSE,"Monocentric","China","LMIC"
"15","NCT02186145",2015-04-08,2014-07-07,NA,"Interventional","Phase 3",160,"Unknown status","Single Blind Randomized Study of Efficacy and Safety of Vaginal Cream With Association of Metronidazole, Nystatin and Dexamethasone in the Treatment of Bacterial and Fungal Vaginal Infections","Efficacy and Safety Study of Metronidazole, Nystatin and Dexamethasone Combination Therapy in Bacterial and Fungal Vaginal Infections",2016-01-01,2017-01-01,2017-01-01,FALSE,"Randomized","Single","INDUSTRY",FALSE,"Monocentric","Brazil","LMIC"
"16","NCT02532504",2017-01-13,2015-08-15,NA,"Interventional","Phase 2",36,"Completed","Change Your Life With Seven Sheets of Paper: A Pilot Randomized Controlled Trial for Postnatal Depression: A Pilot Randomized Controlled Trial for Postnatal Depression","Change Your Life With Seven Sheets of Paper",2015-08-01,2016-03-01,2016-03-01,FALSE,"Randomized","Single","OTHER",FALSE,"Monocentric","Pakistan","LMIC"
"17","NCT03392298",2018-01-11,2018-01-02,NA,"Interventional","Phase 4",70,"Unknown status","Investigation of Signal Pathway Induced by Colla Corri Asini Regulating Globin Level in Beta Thalassemia Patients With Pregnancy Anemia","Study on the Mechanism of Colla Corri Asini in the Treatment of Thalassemia Patients With Pregnancy Anemia",2017-12-01,2019-02-28,2018-12-31,FALSE,"Randomized","Single","OTHER",FALSE,"Monocentric","China","LMIC"
"18","NCT03122938",2017-04-20,2016-08-20,NA,"Interventional","Not Applicable",120,"Unknown status","Effect of Daily Bovine Lactoferrin Supplementation on Fetal Development and Iron Metabolism in Healthy Pregnant Women: A Randomized Double-blind Controlled Trial","Lactoferrin Supplementation and Iron Metabolism in Healthy Pregnant Women",2016-04-01,2017-05-01,2017-04-01,FALSE,"Randomized","Quadruple","OTHER",FALSE,"Monocentric","China","LMIC"
"19","NCT02812914",2017-10-25,2016-06-03,NA,"Interventional","Not Applicable",50,"Completed","NACER II: Reducing Prenatal Exposures to Household Air Pollution in Rural Guatemala Through a Gas Stove/Behavior Intervention to Improve Neonatal Health","NACER II: Reducing Prenatal Exposures to Household Air Pollution in Rural Guatemala Through a Gas Stove/Behavior Intervention to Improve Neonatal Health",2016-04-01,2017-06-19,2017-06-19,FALSE,"Non-Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","Guatemala","LMIC"
"20","NCT03279536",2020-10-23,2017-08-30,NA,"Interventional","Phase 1/Phase 2",99,"Completed","Lactoferrin Versus Total Dose Infusion (TDI) For Treating Iron Deficiency Anemia in Pregnancy: Role of Nursing","Lactoferrin Versus Total Dose Infusion (TDI) For Treating Iron Deficiency Anemia in Pregnancy: Role of Nursing",2017-11-01,2018-12-30,2018-12-30,FALSE,"Randomized","Single","OTHER",FALSE,"Monocentric","Egypt","LMIC"
"21","NCT02620943",2015-12-02,2015-11-25,NA,"Observational",NA,374,"Completed","Dietary Diversity is Associated With Maternal Anemia and Key Prenatal Outcomes in a Prospective Cohort Study of Rural Ethiopia","Dietary Diversity is Associated With Maternal Anemia and Key Prenatal Outcomes in Ethiopia",2014-08-01,2015-03-01,2015-03-01,FALSE,NA,NA,"OTHER",FALSE,"Monocentric","Ethiopia","LMIC"
"22","NCT04043533",2019-08-01,2019-07-29,NA,"Interventional","Not Applicable",80,"Completed","The Effect of an Exercise Program in Reducing the Severity of Postpartum Depression in Women: A Randomized Control Trial","The Effect of an Exercise Program in Reducing the Severity of Postpartum Depression in Women",2017-09-01,2018-06-15,2018-02-15,FALSE,"Randomized","Single","OTHER",FALSE,"Monocentric","Turkey","LMIC"
"23","NCT02562508",2018-08-15,2015-09-14,NA,"Interventional","Phase 3",979,"Completed","Immunogenicity and Safety Study of a Bivalent Human Papillomavirus (Type 16, 18) Recombinant Vaccine (E.Coli) in Healthy Female Subjects Aged 9 to 17 Years","A Bridging Study of a Recombinant Human Papillomavirus 16/18 Bivalent Vaccine in Preadolescent Girls",2015-12-05,2016-08-12,2016-08-12,FALSE,"Randomized","Single","OTHER",FALSE,"Monocentric","China","LMIC"
"24","NCT02858505",2016-08-03,2016-08-02,NA,"Interventional","Phase 2",120,"Completed",NA,"Impact of One Versus Two Amino Acid Chelated Iron Capsules on Prevention of Iron Deficiency Anemia in Non-anemic Women With Twin Gestations",2015-08-01,2016-07-01,2016-07-01,FALSE,"Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","Egypt","LMIC"
"25","NCT03759353",2018-11-28,2018-11-28,NA,"Interventional","Phase 2",98,"Completed","A Comparative Study Between Lactoferrin Versus Ferrous Sulfate in Iron-deficiency During Pregnancy","Lactoferrin Versus Ferrous Sulfate in Iron-deficiency During Pregnancy",2018-01-15,2018-11-20,2018-10-30,FALSE,"Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","Egypt","LMIC"
"26","NCT03055130",2017-02-15,2017-02-08,NA,"Observational",NA,160,"Unknown status","HPV Infection and Cervical Neoplasm in Women With Inflammatory Bowel Disease: a Cross-sectional Study","HPV Infection and Cervical Neoplasm in Women With Inflammatory Bowel Disease: a Cross-sectional Study",2015-07-01,2017-07-01,2017-05-01,FALSE,NA,NA,"OTHER",FALSE,"Monocentric","China","LMIC"
"27","NCT01799356",2013-08-27,2013-02-16,NA,"Interventional","Phase 4",1303,"Completed",NA,"Moxifloxacin Versus Ofloxacin Plus Metronidazole in Uncomplicated Pelvic Inflammatory Disease: Multicenter Randomized Controlled Trials",2010-06-01,2013-03-01,2013-03-01,FALSE,"Randomized","Single","OTHER_GOV",TRUE,"Multicentric Local","Turkey","LMIC"
"28","NCT02304770",2019-06-11,2014-11-23,NA,"Interventional","Phase 2",73,"Completed","A Pilot Study of Aminolaevulinic Acid (ALA) Photodynamic Therapy (PDT) in Patients With Cervical Persistent High Risk HPV Infection or Cervical Intraepithelial Neoplasia","Aminolaevulinic Acid Photodynamic Therapy of Cervical Persistent HPV Infection and Cervical Neoplasia",2015-01-01,2017-01-01,2017-01-01,FALSE,"Non-Randomized","None (Open Label)","INDUSTRY",TRUE,"Multicentric Local","China","LMIC"
"29","NCT01519947",2019-06-17,2012-01-18,2017-09-08,"Interventional","Phase 4",87,"Completed","Comparative Study to Evaluate the Effect of the Altitude on Dosage Requirements of Methoxy Polyethylene Glycol-Epoetin Beta to Correct Hemoglobin Levels in Chronic Renal Anemia in Pre-Dialysis and Dialysis Patients","A Study of The Effect of Altitude on Mircera (Methoxy Polyethylene Glycol-Epoetin Beta) Dose Requirements in Participants With Chronic Renal Anemia in Pre-Dialysis or Dialysis",2012-05-30,2015-05-30,2015-05-30,TRUE,"Non-Randomized","None (Open Label)","INDUSTRY",TRUE,"Multicentric Local","Mexico","LMIC"
"30","NCT00970866",2022-02-23,2009-09-01,NA,"Interventional","Not Applicable",3499,"Completed","Efficacy of Lipid-based Nutrient Supplements (LNS) for Pregnant and Lactating Women and Their Infants","Efficacy of Lipid-Based Nutrient Supplements (LNS) for Pregnant and Lactating Women and Their Infants",2009-11-01,2017-12-15,2017-12-15,FALSE,"Randomized","Triple","OTHER",TRUE,"Multicentric Local","Ghana","LMIC"
"31","NCT02444845",2018-03-19,2015-05-12,NA,"Observational",NA,246,"Completed","Prevalence of Anaemia Secondary to Early Stage Chronic Kidney Disease in High Risk Diabetic and/or Hypertensive Population","Study of Anemia in Chronic Kidney Disease (CKD) Among High-Risk Hypertensive and Diabetic Patients in Pakistan",2011-05-01,2012-08-01,2012-08-01,FALSE,NA,NA,"INDUSTRY",TRUE,"Multicentric Local","Pakistan","LMIC"
"32","NCT03408639",2019-12-08,2017-12-12,2019-06-18,"Interventional","Phase 3",156,"Completed","A Phase III, Randomized, Two Armed, Parallel, Double Blind (Patient and Assessor Blinded), Active Controlled Non Inferiority Clinical Trial to Determine the Non Inferior Therapeutic Efficacy and Safety Between CinnaPoietin® (Beta Erythropoietin) and Eprex® (Epoetin Alpha) on the Treatment of Anemia in ESRD Hemodialysis Patients","Comparing Efficacy and Safety of CinnaGen Beta Erythropoietin (CinnaPoietin®) Versus Eprex® on the Treatment of Anemia in ESRD Hemodialysis Patients",2016-06-22,2017-07-19,2017-07-19,TRUE,"Randomized","Quadruple","INDUSTRY",TRUE,"Multicentric Local","Iran, Islamic Republic of","LMIC"
"33","NCT03202615",2018-07-05,2015-12-06,NA,"Interventional","Phase 4",130,"Unknown status","Bovine Lactoferrin Versus Ferrous Sulphate In The Treatment Of Iron Deficiency Anemia During Pregnancy: A Randomized Controlled Trial","Bovine Lactoferrin Versus Ferrous Sulphate In The Treatment Of Iron Deficiency Anemia During Pregnancy",2015-09-01,2018-10-01,2018-08-01,FALSE,"Randomized","Double","INDIV",FALSE,"Monocentric","Egypt","LMIC"
"34","NCT02586402",2015-10-23,2015-10-23,NA,"Interventional","Phase 2",60,"Unknown status","A Phase 2, Randomized, Active-controlled, Open-label, Multi-center Study of the Safety and Efficacy of Pegolsihematide for the Correction of Anemia in Patients With CRF Undergoing Dialysis and Previously Treated With ESAs","Safety & Efficacy of Pegolsihematide for Treatment of Anemia in Participants on Dialysis",2015-10-01,2016-08-01,2016-08-01,FALSE,"Randomized","None (Open Label)","INDUSTRY",FALSE,"Monocentric","China","LMIC"
"35","NCT02972151",2016-11-21,2016-11-17,NA,"Interventional","Phase 2",175,"Unknown status","Clinical Promotion Research of Complex Treatment With TCM to Diagnosis and Treatment on Different Syndrome Types of Pelvic Inflammatory Disease Sequelae","Clinical Research of TCM on Pelvic Inflammatory Disease Sequelae",2016-11-01,2018-12-01,2018-12-01,FALSE,"Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","China","LMIC"
"36","NCT03212781",2017-07-07,2017-07-07,NA,"Interventional","Phase 3",66,"Completed","Total Dose Infusion of Iron Dextran Versus Oral Iron for Treating Iron Deficiency Anemia in Pregnant Women: a Randomized Controlled Trial","Iron Dextran Versus Oral Iron for Treating Iron Deficiency Anemia in Pregnant Women",2016-06-01,2016-10-01,2016-09-01,FALSE,"Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","Egypt","LMIC"
"37","NCT02693483",2016-02-25,2016-02-15,NA,"Interventional","Phase 4",306,"Unknown status","Preoperative Vaginal Cleansing With Povidone Iodine and the Risk of Post Cesarean Endometritis","Preoperative Vaginal Cleansing With Povidone Iodine and the Risk of Post Cesarean Endometritis",2015-04-01,2016-10-01,2016-06-01,FALSE,"Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","Egypt","LMIC"
"38","NCT02439632",2015-07-15,2014-06-04,NA,"Interventional","Phase 3",216,"Completed","A Multi-center, Randomized, Double-blind, Double-dummy Clinical Study to Evaluate the Safety and Efficacy of Prulifloxacin Film-coated Tablet for the Treatment of Acute Uncomplicated Lower Urinary Tract Infection With Levofloxacin Hydrochloride Tablet as Active Control","A Multi-center, Randomized, Double-blind, Double-dummy Clinical Study to Evaluate the Safety and Efficacy of Prulifloxacin Film-coated Tablet for the Treatment of Acute Uncomplicated Lower Urinary Tract Infection With Levofloxacin Hydrochloride Tablet as Active Control",2014-02-01,2015-07-01,2015-03-01,FALSE,"Randomized","Double","INDUSTRY",FALSE,"Monocentric","China","LMIC"
"39","NCT02094092",2014-03-19,2014-03-13,NA,"Interventional","Not Applicable",60,"Unknown status","L.Reuteri ProTectis DSM 17938 to Relieve Infant Colic and Its Effects on Infant Sleep Pattern & Maternal Mental Health. PRIC-SMM Trial","Role of ProTectis on Infant Colic and Its Effect on Infant Crying Time and Maternal Mental Health",2014-05-01,2016-03-01,2016-03-01,FALSE,"Randomized","Double","INDUSTRY",FALSE,"Monocentric","Pakistan","LMIC"
"40","NCT02682004",2022-03-13,2016-02-10,NA,"Observational",NA,400,"Completed","Serotonin, Leptin and Adiponectin Level in Patients With Postpartum Depression: Controlled Study","Serotonin, Leptin and Adiponectin Level in Patients With Postpartum Depression: Controlled Study",2016-02-01,2017-05-01,2017-04-01,FALSE,NA,NA,"OTHER",FALSE,"Monocentric","Turkey","LMIC"
"41","NCT03357965",2017-11-24,2017-11-20,NA,"Observational",NA,73,"Completed","Evaulation of Maternal-infant Bonding in Postpartum Period of Healthy Women With Family Medicine Perspective","Familiy Medicine Perspective to Maternal-infant Bonding",2016-12-01,2017-02-01,2017-02-01,FALSE,NA,NA,"OTHER_GOV",FALSE,"Monocentric","Turkey","LMIC"
"42","NCT03703219",2018-10-19,2018-10-09,NA,"Observational",NA,110,"Completed","The Role of Indian Post-partum Care in Women's Psychological Functioning","Impact of Mothers Touch Program on Women's Psychological Functioning",2018-04-12,2018-09-06,2018-07-15,FALSE,NA,NA,"OTHER",FALSE,"Monocentric","India","LMIC"
"43","NCT01241110",2010-11-15,2010-11-15,NA,"Interventional","Phase 4",100,"Completed","Phase 4 Study of Azitromicin in the Treatment of PID","To Compare Ofloxacin With Azitromycin for Pelvic Inflammatory Disease (PID) Treatment",2010-01-01,2010-09-01,2010-08-01,FALSE,"Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","Iran, Islamic Republic of","LMIC"
"44","NCT02631863",2019-07-05,2015-12-12,NA,"Interventional","Phase 2",60,"Completed","A Pilot Study of Photodynamic Therapy (PDT) Using Aminolaevulinic Acid (ALA) in Patients With HPV+ Low Grade Cervical Intraepithelial Neoplasia (LSIL;CIN1)","Aminolaevulinic Acid Photodynamic Therapy for HPV+ Low Grade Cervical Intraepithelial Neoplasia (LSIL;CIN1)",2016-03-22,2018-11-24,2018-11-24,FALSE,"Randomized","Quadruple","INDUSTRY",TRUE,"Multicentric Local","China","LMIC"
"45","NCT01813682",2013-03-20,2013-03-12,NA,"Interventional","Not Applicable",118,"Unknown status","Effect of Iron-fortified TPN on Preterm Infants Anemia","Effect of Iron-fortified TPN on Preterm Infants Anemia",2012-09-01,2014-06-01,2013-12-01,FALSE,"Randomized","Triple","OTHER",FALSE,"Monocentric","China","LMIC"
"46","NCT01599507",2014-02-27,2012-05-11,NA,"Interventional","Phase 2",91,"Completed","A Phase 2, Randomized, Double-Blind, Placebo-Controlled, Sequential Group, Dose Ranging Safety and Efficacy Study of FG 4592 in Non-dialysis Chronic Kidney Disease (CKD) Subjects With Anemia","Study of FG-4592 in Subjects With Chronic Kidney Disease in China",2011-12-01,2013-01-01,2013-01-01,FALSE,"Randomized","Quadruple","INDUSTRY",TRUE,"Multicentric Local","China","LMIC"
"47","NCT01695759",2018-08-17,2012-09-26,NA,"Interventional","Phase 3",92,"Terminated","Evaluation of Clinical Efficacy and Immunogenicity of Drug Eritromax® at Blau Farmacêutica S.A. Compared to Eprex®, Produced by Janssen-Cilag Laboratory in Participants With Secondary Anemia to Chronic Kidney Disease.","Clinical Efficacy of Two Erythropoietin Drug in Participants With Secondary Anemia to Chronic Kidney Disease.",2013-12-01,2018-01-01,2014-12-01,FALSE,"Randomized","Single","INDUSTRY",TRUE,"Multicentric Local","Brazil","LMIC"
"48","NCT01539668",2014-02-25,2012-01-23,NA,"Observational",NA,5079,"Completed","CareHPV - Hybrid Capture Test on Mobile Unit Program to Improve Cervical Cancer Screening in Brazilian Rural and Remote Areas","Hybrid Capture Test on Mobile Unit Program to Improve Cervical Cancer Screening in Brazilian Rural and Remote Areas",2012-03-01,2014-02-01,2012-12-01,FALSE,NA,NA,"OTHER",TRUE,"Multicentric Local","Brazil","LMIC"
"49","NCT02590224",2018-03-17,2015-10-27,NA,"Interventional","Phase 4",200,"Completed","Ferrous Bis-glycinate Versus Ferrous Glycine Sulfate for the Treatment of Iron Deficiency Anemia During Pregnancy","The Effect of Iron Deficiency Anemia During Pregnancy",2016-01-01,2017-12-01,2017-07-01,FALSE,"Randomized","Double","OTHER",FALSE,"Monocentric","Egypt","LMIC"
"50","NCT02221752",2014-08-19,2014-08-18,NA,"Interventional","Not Applicable",2367,"Completed","Impact of Iron/Folic Acid Versus Folic Acid Supplements During Pregnancy on Maternal and Children's Health: A Randomized Controlled Trial in China","Impact of Iron/Folic Acid vs Folic Acid Supplements During Pregnancy on Maternal and Child Health",2009-06-01,2011-12-01,2011-12-01,FALSE,"Randomized","Quadruple","OTHER",FALSE,"Monocentric","China","LMIC"
"51","NCT02887963",2017-03-24,2016-08-29,NA,"Observational",NA,12000,"Completed","Epidemiological Study of Iron Deficiency and Iron Deficiency Anemia Among Pregnant Women: A National Multicenter Survey in China","Epidemiological Study of Iron Deficiency and Iron Deficiency Anemia in Chinese Pregnant Women",2016-09-01,2017-01-01,2016-11-01,FALSE,NA,NA,"OTHER",FALSE,"Monocentric","China","LMIC"
"52","NCT04959578",2021-07-10,2021-07-03,NA,"Interventional","Phase 4",50,"Completed","Comparison of Darbepoetin Alpha and Recombinant Human Erythropoietin as Erythropoietic Agents for Treatment of Anemia in Pediatric Chronic Kidney Disease Patients","Comparison of Darbepoetin Alpha and Recombinant Human Erythropoietin for Treatment of Anemia in Children With Chronic Kidney Disease",2018-02-01,2019-01-31,2019-01-31,FALSE,"Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","India","LMIC"
"53","NCT00937547",2012-11-30,2009-07-10,2012-06-06,"Observational",NA,329,"Completed","Observational Study for Determine the Presence and Genotypes of HVP Infection in Cervical Intraepithelial Neoplasia Grade II-III (CIN II-III), and Stage I Cervical Epidermoid Carcinoma and Cervical Adenocarcinoma.","Human Papillomavirus Infection and Virus Genotyping in Uterine Cervix Cancer in Venezuela",2009-11-01,2011-07-01,2011-07-01,TRUE,NA,NA,"OTHER",TRUE,"Multicentric Local","Venezuela","LMIC"
"54","NCT02444975",2016-09-05,2015-04-29,NA,"Interventional","Not Applicable",140,"Completed","The Effect of Increased Water Intake on the Frequency of the Clinical Recurrent Urinary Tract Infections in Pre-menopausal Women: S-HYDRACYST","The Effect of Increased Water Intake on the Frequency of the Clinical Recurrent Urinary Tract Infections in Pre-menopausal Women: S-HYDRACYST",2013-12-01,2016-07-01,2016-07-01,FALSE,"Randomized","None (Open Label)","INDUSTRY",FALSE,"Monocentric","Bulgaria","LMIC"
"55","NCT02148965",2021-09-27,2014-05-22,NA,"Interventional","Not Applicable",639,"Completed","Effects of Exercise During Pregnancy on Maternal and Child Health: a Randomized Clinical Trial","Effects of Exercise During Pregnancy on Maternal and Child Health: a Randomized Clinical Trial",2014-09-01,2016-09-01,2016-06-01,FALSE,"Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","Brazil","LMIC"
"56","NCT03174652",2018-08-29,2017-05-30,NA,"Observational",NA,13520,"Completed","Causes and Impact of Anemia on Pregnancy Outcome on the Thai-Myanmar Border: Retrospective Analysis","Anemia Pregnancy Outcome on the Thai-Myanmar Border",2017-07-20,2018-07-20,2017-07-20,FALSE,NA,NA,"OTHER",FALSE,"Monocentric","Thailand","LMIC"
"57","NCT01792973",2021-10-20,2013-02-11,NA,"Observational",NA,829,"Completed","HPV Infection and Cervical Lesions in HIV Infected Women in Thailand","HPV Infection and Cervical Lesions in HIV Infected Women in Thailand: A Prospective Study",2012-02-01,2016-12-01,2016-12-01,FALSE,NA,NA,"OTHER_GOV",TRUE,"Multicentric Local","Thailand","LMIC"
"58","NCT03045809",2019-07-31,2017-02-02,2019-04-26,"Observational",NA,705,"Completed","Improving HIV Prevention and Sexual and Reproductive Health Care in High Risk Women in Rwanda Using Lessons Learnt From Previous Rinda Ubuzima Projects","Women's Improvement of Sexual Health (WISH) Demonstration Project",2016-07-05,2018-08-06,2017-03-14,TRUE,NA,NA,"OTHER",FALSE,"Monocentric","Rwanda","LMIC"
"59","NCT03251898",2020-04-23,2017-08-15,NA,"Observational",NA,15926,"Completed","Multicenter Study on Correlation Between Premature Rupture of Membranes and Early-onset Neonatal Infections","Correlation Between Premature Rupture of Membranes and Early-onset Neonatal Infections",2017-08-15,2018-04-30,2018-03-31,FALSE,NA,NA,"OTHER",TRUE,"Multicentric Local","China","LMIC"
"60","NCT01039051",2009-12-23,2009-12-22,NA,"Interventional","Phase 2/Phase 3",1600,"Unknown status","Randomized Controlled Trials of Diet and Lifestyle Intervention to Promote Chinese Postpartum Women's Health","Diet and Lifestyle Intervention Study in Postpartum Women in China",2009-06-01,2010-06-01,2009-12-01,FALSE,"Randomized","Single","OTHER",TRUE,"Multicentric Local","China","LMIC"
"61","NCT02086838",2015-03-17,2014-03-12,NA,"Interventional","Phase 4",212,"Completed","Comparison Between Iron Supplementation Using Total Dose Infusion and Oral Routes for Treatment of Iron Deficiency Anemia in Pregnancy","Iron Supplementation Using Total Dose Infusion and Oral Routes for Treatment of Iron Deficiency Anemia in Pregnancy",2013-07-01,2014-12-01,2014-12-01,FALSE,"Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","Egypt","LMIC"
"62","NCT01977326",2016-10-27,2013-10-24,NA,"Interventional","Not Applicable",4205,"Completed","The Effectiveness and Cost-effectiveness of a Task Sharing Counseling Intervention by Community Health Workers for Prenatal Depression in South Africa","Task Sharing Counseling Intervention by Community Health Workers for Prenatal Depression in South Africa",2013-10-01,2016-06-01,2016-06-01,FALSE,"Randomized","Single","OTHER",TRUE,"Multicentric Local","South Africa","LMIC"
"63","NCT01119612",2015-04-22,2010-04-30,NA,"Interventional","Not Applicable",1500,"Completed","Prenatal Iron Supplements: Safety and Efficacy in Tanzania","Prenatal Iron Supplements: Safety and Efficacy in Tanzania",2010-09-01,2013-05-01,2013-03-01,FALSE,"Randomized","Quadruple","OTHER",FALSE,"Monocentric","Tanzania","LMIC"
