nct_id,agency_class,lead_or_collaborator,name
NCT04992104,OTHER,collaborator,Aga Khan University
NCT04992104,OTHER,collaborator,University of Alberta
NCT04992104,NIH,collaborator,National Institute of Allergy and Infectious Diseases (NIAID)
NCT04992104,OTHER_GOV,collaborator,Canadian Institutes of Health Research (CIHR)
NCT01593124,OTHER,lead,CONRAD
NCT01597804,OTHER,lead,Roswell Park Cancer Institute
NCT02289794,INDUSTRY,lead,GlycoVaxyn AG
NCT00564135,OTHER,lead,Chang Gung Memorial Hospital
NCT00560924,INDUSTRY,lead,Novo Nordisk A/S
NCT04098744,INDUSTRY,lead,"Frantz Viral Therapeutics, LLC"
NCT04098744,OTHER,collaborator,Amarex Clinical Research
NCT04098744,OTHER,collaborator,M.D. Anderson Cancer Center
NCT04098744,UNKNOWN,collaborator,Harris Health System (L.B.J. Hospital)
NCT04098744,OTHER,collaborator,The Cleveland Clinic
NCT04098744,OTHER,collaborator,University of Michigan
NCT04098744,OTHER,collaborator,Morehouse School of Medicine
NCT04092257,OTHER,lead,UNC Lineberger Comprehensive Cancer Center
NCT04092257,NIH,collaborator,National Cancer Institute (NCI)
NCT04092257,FED,collaborator,United States Agency for International Development (USAID)
NCT05837962,OTHER,lead,Universidad de Antioquia
NCT05666778,OTHER,lead,Rush University Medical Center
NCT05666778,OTHER,collaborator,Nyanza Reproductive Health Society
NCT05666778,OTHER,collaborator,Liverpool School of Tropical Medicine
NCT05666778,OTHER,collaborator,University of Illinois at Chicago
NCT05666778,NIH,collaborator,National Institute of Allergy and Infectious Diseases (NIAID)
NCT05557318,INDUSTRY,lead,Taiwan Carbon Nano Technology Corporation
NCT05557318,INDUSTRY,collaborator,"Ainos, Inc. (f/k/a Amarillo Biosciences Inc."
NCT05206500,OTHER,lead,Wake Forest University Health Sciences
NCT02216253,OTHER,lead,IRCCS San Raffaele
NCT05667207,OTHER,lead,Wuerzburg University Hospital
NCT05667207,OTHER,collaborator,University Hospital Erlangen
NCT05667207,OTHER,collaborator,LMU Klinikum
NCT05667207,OTHER,collaborator,University of Bristol
NCT05667207,OTHER,collaborator,University of Santiago de Compostela
NCT05667207,OTHER,collaborator,Università degli Studi di Trento
NCT05667207,OTHER,collaborator,University of Wuerzburg
NCT05667207,OTHER,collaborator,University of Georgia
NCT05730387,OTHER,lead,University of British Columbia
NCT05426148,INDUSTRY,lead,"Xiamen Innovax Biotech Co., Ltd"
NCT05426148,NETWORK,collaborator,Jiangsu Province Centers for Disease Control and Prevention
NCT05426148,UNKNOWN,collaborator,Dongtai City Centers for Disease Control and Prevention
NCT05227937,OTHER,lead,Antonios Likourezos
NCT03994055,OTHER_GOV,lead,National Institute of Cancerología
NCT00978848,OTHER,lead,University of Pittsburgh
NCT00978848,INDUSTRY,collaborator,"Gen-Probe, Incorporated"
NCT00678041,OTHER,lead,University of Pittsburgh
NCT01735006,OTHER,lead,Xiamen University
NCT01735006,INDUSTRY,collaborator,"Xiamen Innovax Biotech Co., Ltd"
NCT01735006,INDUSTRY,collaborator,"Beijing Wantai Biological Pharmacy Enterprise Co., Ltd."
NCT01735006,OTHER_GOV,collaborator,Ministry of Science and Technology of the People´s Republic of China
NCT02304770,INDUSTRY,lead,"Shanghai Fudan-Zhangjiang Bio-Pharmaceutical Co., Ltd."
NCT01346774,OTHER,lead,Betsy Foxman
NCT01346774,NIH,collaborator,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)
NCT01346774,OTHER,collaborator,University of Michigan
NCT01776021,INDUSTRY,lead,"Ocean Spray Cranberries, Inc."
NCT01776021,INDUSTRY,collaborator,"Biofortis Clinical Research, Inc."
NCT01779193,OTHER,lead,Meng-Hsing Wu
NCT01779193,OTHER,collaborator,National Cheng-Kung University Hospital
NCT00598403,INDUSTRY,lead,"Tedec-Meiji Farma, S.A."
NCT05055388,OTHER,lead,Peking University Third Hospital
NCT05055388,OTHER,collaborator,Beijing Chao Yang Hospital
NCT05055388,OTHER,collaborator,Beijing Friendship Hospital
NCT00781625,OTHER,lead,"University Hospital, Akershus"
NCT00781625,OTHER,collaborator,St. Olavs Hospital
NCT00781625,OTHER,collaborator,Karolinska Institutet
NCT00781625,OTHER,collaborator,University of Oslo
NCT00781625,UNKNOWN,collaborator,Folkehelsa
NCT05254808,OTHER,lead,MJM Bonten
NCT05254808,OTHER,collaborator,ZonMw: The Netherlands Organisation for Health Research and Development
NCT05254808,UNKNOWN,collaborator,Saltro
NCT01800799,OTHER,lead,Buddhist Tzu Chi General Hospital
NCT06052033,OTHER,lead,First Affiliated Hospital of Wenzhou Medical University
NCT05488340,INDUSTRY,lead,Locus Biosciences
NCT05488340,INDUSTRY,collaborator,Parexel
NCT01812889,NIH,lead,National Institute of Allergy and Infectious Diseases (NIAID)
NCT01818180,OTHER,lead,Hopital Foch
NCT01820793,OTHER,lead,Assistance Publique - Hôpitaux de Paris
NCT02869165,OTHER,lead,University of Louisville
NCT05023954,OTHER,lead,Cardiff University
NCT05023954,OTHER_GOV,collaborator,Cardiff and Vale University Health Board
NCT05282095,OTHER,lead,Fujian Maternity and Child Health Hospital
NCT00365716,INDUSTRY,lead,Merck Sharp & Dohme LLC
NCT02746588,OTHER,lead,Hvidovre University Hospital
NCT02859493,INDUSTRY,lead,Lesaffre International
NCT01842100,OTHER,lead,The University of Hong Kong
NCT01843166,OTHER,lead,Lawson Health Research Institute
NCT01843166,OTHER,collaborator,Academic Medical Organization of Southwestern Ontario
NCT01843166,OTHER,collaborator,"University of Western Ontario, Canada"
NCT06317688,OTHER,lead,Texas Woman's University
NCT06317688,UNKNOWN,collaborator,"Harris Health System (Houston, Texas)"
NCT06056947,OTHER,lead,Ege University
NCT06056947,INDUSTRY,collaborator,Monitor CRO
NCT06056947,INDUSTRY,collaborator,Exeltis Turkey
NCT05197621,OTHER,lead,Johns Hopkins University
NCT04048356,OTHER,lead,University of New Mexico
NCT04496726,OTHER,lead,Lawson Health Research Institute
NCT04496726,UNKNOWN,collaborator,Urobiome Therapeutics
NCT04496726,OTHER,collaborator,St. Joseph's Health Care London
NCT05085353,OTHER,lead,Methodist Health System
NCT06268509,OTHER,lead,Dr Cipto Mangunkusumo General Hospital
NCT06268509,UNKNOWN,collaborator,Dinas Kesehatan DKI Jakarta
NCT06268509,OTHER,collaborator,Fakultas Kedokteran Universitas Indonesia
NCT06268483,OTHER,lead,"Fondazione IRCCS Ca' Granda, Ospedale Maggiore Policlinico"
NCT03871491,NETWORK,lead,NICHD Global Network for Women's and Children's Health
NCT03871491,OTHER,collaborator,University of Alabama at Birmingham
NCT03871491,OTHER,collaborator,"University Teaching Hospital, Lusaka, Zambia"
NCT03871491,OTHER,collaborator,"University of North Carolina, Chapel Hill"
NCT03871491,OTHER,collaborator,Kinshasa School of Public Health
NCT03871491,OTHER,collaborator,"University of Colorado, Denver"
NCT03871491,OTHER,collaborator,Institute of Nutrition of Central America and Panama
NCT03871491,OTHER,collaborator,University of Virginia
NCT03871491,OTHER,collaborator,"International Centre for Diarrhoeal Disease Research, Bangladesh"
NCT03871491,OTHER,collaborator,Thomas Jefferson University
NCT03871491,OTHER,collaborator,Columbia University
NCT03871491,OTHER,collaborator,Aga Khan University
NCT03871491,OTHER,collaborator,Boston University
NCT03871491,OTHER,collaborator,"Lata Medical Research Foundation, Nagpur"
NCT03871491,OTHER,collaborator,Indiana University School of Medicine
NCT03871491,OTHER,collaborator,Moi Univeristy
NCT03871491,OTHER,collaborator,RTI International
NCT03871491,OTHER,collaborator,Bill and Melinda Gates Foundation
NCT03871491,OTHER,collaborator,Jawaharlal Nehru Medical College
NCT01874158,OTHER,lead,Tulane University Health Sciences Center
NCT01874158,OTHER,collaborator,Louisiana State University Health Sciences Center in New Orleans
NCT01881165,OTHER,lead,University of British Columbia
NCT06160349,OTHER,lead,Columbia University
NCT06160349,UNKNOWN,collaborator,Northern Manhattan Perinatal Partnership
NCT06160349,NIH,collaborator,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)
NCT00976963,OTHER,lead,University of Washington
NCT01905462,INDUSTRY,lead,GlaxoSmithKline
NCT01905462,OTHER_GOV,collaborator,Clinical Practice Research Datalink
NCT01915251,NIH,lead,National Institute of Allergy and Infectious Diseases (NIAID)
NCT04057924,OTHER,lead,"University Hospital, Bordeaux"
NCT04306731,OTHER,lead,University of Sulaimani
NCT06070454,OTHER,lead,University of Virginia
NCT03522961,OTHER,lead,Brigham and Women's Hospital
NCT03522961,UNKNOWN,collaborator,Theralogix LLC
NCT05127252,OTHER,lead,Karolinska Institutet
NCT05127252,OTHER,collaborator,Karolinska University Hospital
NCT04261036,OTHER,lead,American University of Beirut Medical Center
NCT02830321,OTHER,lead,rasha fawzy abd el kader
NCT01235546,OTHER,lead,Alan Tita
NCT01235546,NIH,collaborator,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)
NCT01235546,OTHER,collaborator,University of Texas
NCT01235546,OTHER,collaborator,University of North Carolina
NCT01235546,UNKNOWN,collaborator,Mission Hospital
NCT01235546,OTHER,collaborator,Ochsner Health System
NCT01235546,OTHER,collaborator,"The University of Texas Health Science Center, Houston"
NCT01235546,OTHER,collaborator,Columbia University
NCT01235546,OTHER,collaborator,University of Utah
NCT01235546,OTHER,collaborator,University of Mississippi Medical Center
NCT02811367,OTHER,lead,"University Hospital, Geneva"
NCT01799356,OTHER_GOV,lead,Istanbul Bakirkoy Maternity and Children Diseases Hospital
NCT06050148,OTHER,lead,Helsinki University Central Hospital
NCT06050148,OTHER,collaborator,University of Helsinki
NCT02795845,OTHER,lead,"HaEmek Medical Center, Israel"
NCT05414305,FED,lead,Walter Reed National Military Medical Center
NCT05414305,FED,collaborator,US Army Medical Research Institute of Infectious Diseases
NCT01966653,OTHER,lead,"University Hospital, Geneva"
NCT01966653,OTHER,collaborator,European Commission
NCT04472377,INDUSTRY,lead,Hygeia Touch Inc.
NCT00734968,OTHER,lead,University of Missouri-Columbia
NCT00734968,OTHER,collaborator,Texas A&M University
NCT04035785,OTHER,lead,China Academy of Chinese Medical Sciences
NCT04035785,OTHER,collaborator,Xiyuan Hospital of China Academy of Chinese Medical Sciences
NCT04035785,OTHER,collaborator,Peking University First Hospital
NCT04035785,OTHER,collaborator,Beijing Obstetrics and Gynecology Hospital
NCT04035785,OTHER,collaborator,Longhua Hospital
NCT04035785,UNKNOWN,collaborator,Third Hospital of Peking University
NCT04035785,OTHER,collaborator,Peking Union Medical College Hospital
NCT04035785,UNKNOWN,collaborator,First Affiliated Hospital of Tianjin University of Traditional Chinese Medicine
NCT04035785,UNKNOWN,collaborator,Shenzhen Maternal and Child Health Hospital
NCT04035785,UNKNOWN,collaborator,First Affiliated Hospital of Heilongjiang University of Traditional Chinese
NCT04035785,OTHER,collaborator,Chengdu University of Traditional Chinese Medicine
NCT00900653,OTHER,lead,Yonsei University
NCT01160640,OTHER,lead,Harold Wiesenfeld
NCT01160640,NIH,collaborator,National Institute of Allergy and Infectious Diseases (NIAID)
NCT02751073,OTHER,lead,Mayo Clinic
NCT06314113,OTHER,lead,University of Palermo
NCT04580927,OTHER,lead,McGill University Health Centre/Research Institute of the McGill University Health Centre
NCT04580927,OTHER,collaborator,Heart and Stroke Foundation of Canada
NCT04580927,OTHER,collaborator,McGill University
NCT06310720,OTHER,lead,Weill Medical College of Cornell University
NCT01988168,OTHER,lead,University of British Columbia
NCT01988168,OTHER,collaborator,BC Children's Hospital Research Institute
NCT05413811,OTHER,lead,UNC Lineberger Comprehensive Cancer Center
NCT05413811,NIH,collaborator,National Cancer Institute (NCI)
NCT02653118,INDUSTRY,lead,Merck Sharp & Dohme LLC
NCT05970783,INDUSTRY,lead,"Beijing Konruns Pharmaceutical Co., Ltd."
NCT01653392,INDUSTRY,lead,Emergent BioSolutions
NCT01653392,FED,collaborator,Naval Health Research Center
NCT01039545,OTHER,lead,"Insel Gruppe AG, University Hospital Bern"
NCT01039545,OTHER,collaborator,University of Bern
NCT01039545,UNKNOWN,collaborator,"Clinic for Infectious Diseases, University Hospital Bern, Switzerland"
NCT00958295,OTHER,lead,"University Hospital, Rouen"
NCT05907187,OTHER,lead,University of Miami
NCT05907187,UNKNOWN,collaborator,Cigna Foundation
NCT02016118,OTHER,lead,"Study Group for Urogenital Diseases, Italy"
NCT01021904,OTHER,lead,Chinese Academy of Medical Sciences
NCT05537519,OTHER,lead,Unity Health Toronto
NCT05537519,OTHER,collaborator,Applied Health Research Centre
NCT04301934,OTHER,lead,Mayo Clinic
NCT03719755,OTHER,lead,Mayo Clinic
NCT03562156,INDUSTRY,lead,Mycovia Pharmaceuticals Inc.
NCT00000751,NIH,lead,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)
NCT00000751,NIH,collaborator,National Institute of Allergy and Infectious Diseases (NIAID)
NCT00000828,NIH,lead,National Institute of Allergy and Infectious Diseases (NIAID)
NCT00000888,NIH,lead,National Institute of Allergy and Infectious Diseases (NIAID)
NCT00000888,NIH,collaborator,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)
NCT00001041,NIH,lead,National Institute of Allergy and Infectious Diseases (NIAID)
NCT00391651,OTHER,lead,University of Washington
NCT00391651,INDUSTRY,collaborator,Procter and Gamble
NCT05783167,OTHER,lead,University of Aarhus
NCT05783167,OTHER,collaborator,Aarhus University Hospital
NCT05783167,OTHER,collaborator,Universiteit Antwerpen
NCT05783167,OTHER,collaborator,Randers Regional Hospital
NCT05783167,OTHER,collaborator,Bandim Health Project
NCT00017719,NIH,lead,National Institute of Allergy and Infectious Diseases (NIAID)
NCT00017719,NIH,collaborator,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)
NCT00017797,NIH,lead,National Institute of Allergy and Infectious Diseases (NIAID)
NCT00017797,NIH,collaborator,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)
NCT02246270,OTHER,lead,University of Oklahoma
NCT06015854,OTHER,lead,University Medical Center Groningen
NCT06015854,OTHER,collaborator,Dutch Cancer Society
NCT06015854,UNKNOWN,collaborator,ViciniVax B.V
NCT03151603,OTHER,lead,University Medical Center Goettingen
NCT00337818,INDUSTRY,lead,GlaxoSmithKline
NCT03981458,OTHER,lead,Newcastle-upon-Tyne Hospitals NHS Trust
NCT03981458,UNKNOWN,collaborator,"The Urology Foundation, UK"
NCT03638427,OTHER,lead,Stanford University
NCT00316706,INDUSTRY,lead,GlaxoSmithKline
NCT00114712,OTHER,lead,Syneos Health
NCT00114712,INDUSTRY,collaborator,Aurobindo Pharma Ltd
NCT00114712,INDUSTRY,collaborator,Sandoz
NCT00114712,INDUSTRY,collaborator,Merck Sharp & Dohme LLC
NCT00114712,INDUSTRY,collaborator,Teva Pharmaceuticals USA
NCT00114712,INDUSTRY,collaborator,"Zydus Pharmaceuticals USA, Inc."
NCT00116974,OTHER,lead,University of Pennsylvania
NCT04385680,OTHER_GOV,lead,Zagazig University
NCT02972151,OTHER,lead,Shanghai University of Traditional Chinese Medicine
NCT00128661,INDUSTRY,lead,GlaxoSmithKline
NCT00000758,NIH,lead,National Institute of Allergy and Infectious Diseases (NIAID)
NCT00000758,INDUSTRY,collaborator,Hoffmann-La Roche
NCT03960970,OTHER,lead,RWJ Barnabas Health at Jersey City Medical Center
NCT04778722,OTHER,lead,Associate Prof. Ljubomir Petricevic MD
NCT00397735,OTHER,lead,Ohio State University
NCT01142752,OTHER,lead,"Insel Gruppe AG, University Hospital Bern"
NCT00603603,OTHER,lead,Washington University School of Medicine
NCT00603603,OTHER,collaborator,Barnes-Jewish Hospital
NCT05590195,OTHER,lead,Jeremy Burton
NCT05590195,INDUSTRY,collaborator,Deerland Enzymes
NCT05590195,OTHER,collaborator,Lawson Health Research Institute
NCT05590195,OTHER,collaborator,St. Joseph's Health Care London
NCT05472779,OTHER,lead,Stephanie Wang Zuo
NCT04246996,OTHER,lead,Kaiser Permanente
NCT04246996,OTHER,collaborator,"University of California, San Diego"
NCT03443154,OTHER,lead,Pediatrix
NCT03443154,INDUSTRY,collaborator,"Hologic, Inc."
NCT06353269,OTHER,lead,"University of California, Irvine"
NCT02755012,OTHER,lead,McGill University
NCT02755012,OTHER,collaborator,"Center for Studies of Sensory Impairment, Aging and Metabolism"
NCT03442218,OTHER,lead,"Saint Thomas Hospital, Panama"
NCT03442218,UNKNOWN,collaborator,Sistema Nacional de Investigación (SNI) - Panamá
NCT03826342,OTHER,lead,University of Michigan
NCT03826342,NIH,collaborator,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)
NCT00067249,NIH,lead,National Center for Complementary and Integrative Health (NCCIH)
NCT05244967,OTHER,lead,University of Luebeck
NCT00700219,INDUSTRY,lead,"ProteoGenix, Inc."
NCT00700219,INDUSTRY,collaborator,Obstetrix Medical Group
NCT01022346,INDUSTRY,lead,Hoffmann-La Roche
NCT05429346,OTHER,lead,Kaiser Permanente
NCT05429346,OTHER,collaborator,Patient-Centered Outcomes Research Institute
NCT00642070,OTHER,lead,University of Washington
NCT00642070,NIH,collaborator,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)
NCT00041964,NIH,lead,National Institute of Allergy and Infectious Diseases (NIAID)
NCT03568942,INDUSTRY,lead,GlaxoSmithKline
NCT03568942,FED,collaborator,Biomedical Advanced Research and Development Authority
NCT03961178,OTHER,lead,Lei Li
NCT04189744,OTHER,lead,London School of Hygiene and Tropical Medicine
NCT05929963,OTHER,lead,Beijing Ditan Hospital
NCT05655936,OTHER,lead,University of Pittsburgh
NCT05655936,NIH,collaborator,National Institute on Minority Health and Health Disparities (NIMHD)
NCT00021671,NIH,lead,National Institute of Allergy and Infectious Diseases (NIAID)
NCT00021671,NIH,collaborator,National Institute of Mental Health (NIMH)
NCT00021671,NIH,collaborator,National Institute on Drug Abuse (NIDA)
NCT04165252,OTHER,lead,Koç University
NCT04165252,OTHER,collaborator,The Scientific and Technological Research Council of Turkey
NCT00028145,NETWORK,lead,International Maternal Pediatric Adolescent AIDS Clinical Trials Group
NCT00028145,NIH,collaborator,National Institute of Allergy and Infectious Diseases (NIAID)
NCT00028145,NIH,collaborator,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)
NCT04032574,INDUSTRY,lead,Medice Arzneimittel Pütter GmbH & Co KG
NCT04032574,UNKNOWN,collaborator,Dr. Wiedey GmbH - Institut Für Klinische Forschung
NCT04032574,UNKNOWN,collaborator,Medidata Dr. Möller GmbH
NCT04287504,OTHER,lead,Medical University of Vienna
NCT03391440,INDUSTRY,lead,"Jiangsu Hansoh Pharmaceutical Co., Ltd."
NCT00070746,NETWORK,lead,NICHD Global Network for Women's and Children's Health
NCT00070746,OTHER,collaborator,Global Network for Women's and Children's Health Research
NCT00070746,OTHER,collaborator,Bill and Melinda Gates Foundation
NCT00070746,NIH,collaborator,Fogarty International Center of the National Institute of Health
NCT00070746,NIH,collaborator,National Center for Complementary and Integrative Health (NCCIH)
NCT00070746,NIH,collaborator,National Institute of Dental and Craniofacial Research (NIDCR)
NCT00070746,NIH,collaborator,National Cancer Institute (NCI)
NCT00070746,OTHER,collaborator,RTI International
NCT00070746,OTHER,collaborator,University of Alabama at Birmingham
NCT00070746,OTHER,collaborator,Aga Khan University
NCT05309122,OTHER,lead,Lei Li
NCT04998318,OTHER,lead,Duke University
NCT04998318,OTHER,collaborator,Kenya Medical Research Institute
NCT02637986,OTHER,lead,"HaEmek Medical Center, Israel"
NCT03914144,OTHER,lead,Gloucestershire Hospitals NHS Foundation Trust
NCT04825093,OTHER,lead,Universidad de Granada
NCT04155294,OTHER,lead,University of Oxford
NCT04155294,UNKNOWN,collaborator,British HIV Association (BHIVA)
NCT00213031,OTHER,lead,Population Council
NCT00213031,OTHER,collaborator,Bill and Melinda Gates Foundation
NCT00213031,FED,collaborator,Centers for Disease Control and Prevention
NCT00213031,UNKNOWN,collaborator,"Nat'l Cntr. for HIV, STD, & TB Prevention Atlanta: Division of STD Prevention,Div. of HIV/AIDS Prevention-Surveillance & Epidemiology"
NCT00213031,OTHER_GOV,collaborator,National Center for Infectious Diseases
NCT00213031,OTHER_GOV,collaborator,"Ministry of Health, Thailand"
NCT00213031,UNKNOWN,collaborator,Collaboration (TUC)
NCT00213031,OTHER_GOV,collaborator,Chiang Rai Public Health Office
NCT00213031,OTHER_GOV,collaborator,Chiang Rai District Health Office
NCT00213031,OTHER_GOV,collaborator,Chiang Rai Municipal Health Office
NCT00213031,OTHER,collaborator,Chiang Rai Hospital
NCT04285320,OTHER,lead,Atlantic Health System
NCT00216853,OTHER,lead,Lawson Health Research Institute
NCT00216853,OTHER,collaborator,"Natural Sciences and Engineering Research Council, Canada"
NCT02882360,OTHER,lead,Lawson Health Research Institute
NCT00669994,INDUSTRY,lead,Bayer
NCT00678028,OTHER,lead,"HaEmek Medical Center, Israel"
NCT03519373,OTHER,lead,Centre Hospitalier Universitaire Saint Pierre
NCT03861260,OTHER,lead,Hampshire Hospitals NHS Foundation Trust
NCT03854396,OTHER,lead,"Olivia Cardenas-Trowers, M.D."
NCT03854396,INDUSTRY,collaborator,"AMAG Pharmaceuticals, Inc."
NCT00046436,NIH,lead,National Institute of Allergy and Infectious Diseases (NIAID)
NCT00046436,FED,collaborator,Centers for Disease Control and Prevention
NCT00046436,NIH,collaborator,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)
NCT03789513,OTHER_GOV,lead,"ANRS, Emerging Infectious Diseases"
NCT03789513,OTHER_GOV,collaborator,Institut de Recherche pour le Developpement
NCT03789513,OTHER,collaborator,International Agency for Research on Cancer
NCT03789513,OTHER,collaborator,"Programme PAC-CI, Site ANRS-MIE de Côte d'Ivoire"
NCT03789513,OTHER,collaborator,"University Hospital, Geneva"
NCT03789513,OTHER,collaborator,University of Bordeaux
NCT04515108,OTHER,lead,Ankara City Hospital Bilkent
NCT01095198,OTHER,lead,McMaster University
NCT01095198,OTHER,collaborator,Juravinski Cancer Centre Foundation
NCT01095198,INDUSTRY,collaborator,Merck Frosst Canada Ltd.
NCT01095198,OTHER_GOV,collaborator,Public Health Agency of Canada (PHAC)
NCT00929526,INDUSTRY,lead,GlaxoSmithKline
NCT00701350,INDUSTRY,lead,"ProteoGenix, Inc."
NCT00701350,INDUSTRY,collaborator,Obstetrix Medical Group
NCT04831086,OTHER,lead,Fundacion Clinic per a la Recerca Biomédica
NCT04831086,OTHER,collaborator,Hospital Vall d'Hebron
NCT04831086,OTHER,collaborator,Hospital Universitario La Fe
NCT04831086,OTHER,collaborator,Hospital Universitario La Paz
NCT04831086,OTHER,collaborator,Hospital Universitario 12 de Octubre
NCT04831086,OTHER,collaborator,Consorci Sanitari de Terrassa
NCT04831086,OTHER,collaborator,Fundació Institut de Recerca de l'Hospital de la Santa Creu i Sant Pau
NCT04831086,OTHER,collaborator,Hospital Universitario Puerta del Mar
NCT04831086,OTHER,collaborator,Hospital Sant Joan de Deu
NCT04831086,OTHER,collaborator,Germans Trias i Pujol Hospital
NCT04831086,OTHER,collaborator,University Hospital Virgen de las Nieves
NCT04831086,OTHER,collaborator,Hospital Clínico Universitario Lozano Blesa
NCT00158509,OTHER_GOV,lead,French National Agency for Research on AIDS and Viral Hepatitis
NCT04831086,OTHER,collaborator,Parc Taulí Hospital Universitari
NCT03127280,OTHER,lead,The Christ Hospital
NCT01687114,OTHER,lead,Tufts University
NCT00054041,NIH,lead,National Cancer Institute (NCI)
NCT03413774,OTHER,lead,Cairo University
NCT03975569,OTHER,lead,"University Hospital, Antwerp"
NCT00186082,OTHER,lead,Stanford University
NCT00186082,OTHER,collaborator,Santa Clara Valley Health & Hospital System
NCT05022212,INDUSTRY,lead,"Osel, Inc."
NCT05022212,OTHER,collaborator,"University of California, San Francisco"
NCT05022212,OTHER,collaborator,University of KwaZulu
NCT05022212,OTHER,collaborator,Harvard University
NCT05022212,OTHER,collaborator,Aurum Institute
NCT05022212,UNKNOWN,collaborator,Health Systems Trust
NCT00194155,OTHER,lead,University of Pennsylvania
NCT00194311,OTHER,lead,University of Pennsylvania
NCT00194311,NIH,collaborator,National Institutes of Health (NIH)
NCT05711901,INDUSTRY,lead,Efferon JSC
NCT03828994,OTHER,lead,Johns Hopkins University
NCT03828994,NIH,collaborator,National Institute of Nursing Research (NINR)
NCT03633994,OTHER,lead,The Christ Hospital
NCT05383521,OTHER,lead,Shangrong Fan
NCT00239161,OTHER,lead,University of Manitoba
NCT00239161,INDUSTRY,collaborator,Ortho-McNeil Pharmaceutical
NCT00239161,INDUSTRY,collaborator,"Janssen-Ortho Inc., Canada"
NCT00239161,INDUSTRY,collaborator,"PriCara, Unit of Ortho-McNeil, Inc."
NCT00068120,NIH,lead,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)
NCT04719754,OTHER,lead,Assiut University
NCT01152528,OTHER,lead,Common Sense
NCT00093054,NIH,lead,National Center for Complementary and Integrative Health (NCCIH)
NCT05160649,OTHER,lead,Fayoum University
