nct_id,name,city,country
NCT02515656,GATOVA,Martin,Slovakia
NCT05584657,Medical Facility,Chicago,United States
NCT05584657,Medical Facility,Cullman,United States
NCT05584657,Medical Facility,Saraland,United States
NCT05584657,Medical Facility,Sheffield,United States
NCT05584657,Medical Facility,Peoria,United States
NCT05584657,Medical Facility3,Phoenix,United States
NCT05584657,Medical Facility,Phoenix,United States
NCT05584657,Medical Facility2,Phoenix,United States
NCT05584657,Medical Facility,Tucson,United States
NCT05584657,Medical Facility2,Hot Springs,United States
NCT05584657,Medical Facility,Hot Springs,United States
NCT05584657,Medical Facility,Bakersfield,United States
NCT05584657,Medical Facility,Chula Vista,United States
NCT05584657,Medical Facility,Fullerton,United States
NCT05584657,Medical Facility,Garden Grove,United States
NCT05584657,Medical Facility,Huntington Beach,United States
NCT05584657,Medical Facility 2,Huntington Park,United States
NCT05584657,Medical Facility,Huntington Park,United States
NCT05584657,Medical Facility,Irvine,United States
NCT05584657,Medical Facility,La Mesa,United States
NCT05584657,Medical Facility,Lancaster,United States
NCT05584657,Medical Facility,Lomita,United States
NCT05584657,Medical Facility2,Los Angeles,United States
NCT05584657,Medical Facility,Los Angeles,United States
NCT05584657,Medical Facility,Pomona,United States
NCT05584657,Medical Facility,Sacramento,United States
NCT05584657,Medical Facility,San Diego,United States
NCT05584657,Medical Facility,Upland,United States
NCT05584657,Medical Facility,Victorville,United States
NCT05584657,Medical Facility,Grand Junction,United States
NCT05584657,Medical Facility,New Orleans,United States
NCT05584657,Medical Facility2,New Orleans,United States
NCT05584657,Medical Facility,Prairieville,United States
NCT05584657,Medical Facility,Shreveport,United States
NCT05584657,Medical Facility,Columbia,United States
NCT05584657,Medical Facility,Oxon Hill,United States
NCT05584657,Medical Facility,Towson,United States
NCT05584657,Medical Facility,Fayette,United States
NCT05584657,Medical Facility,Gulfport,United States
NCT05584657,Medical Facility,Jackson,United States
NCT05584657,Medical Facility,Ridgeland,United States
NCT05584657,Medical Facility,Great Falls,United States
NCT05584657,Medical Facility,Kalispell,United States
NCT05584657,Medical Facility,Missoula,United States
NCT05584657,Medical Facility2,Las Vegas,United States
NCT05584657,Medical Facility,Las Vegas,United States
NCT05584657,Medical Facility2,Albuquerque,United States
NCT05584657,Medical Facility,Albuquerque,United States
NCT05584657,Medical Facility,Bronx,United States
NCT05584657,Medical Facility,Brooklyn,United States
NCT05584657,Medical Facility2,Brooklyn,United States
NCT05584657,Medical Facility,Garden City,United States
NCT05584657,Medical Facility,Schenectady,United States
NCT05584657,Medical Facility,Charlotte,United States
NCT05584657,Medical Facility,Greensboro,United States
NCT05584657,Medical Facility,New Bern,United States
NCT05584657,Medical Facility,Winston-Salem,United States
NCT05584657,Medical Facility,Cincinnati,United States
NCT05584657,Medical Facility2,Columbus,United States
NCT05584657,Medical Facility,Columbus,United States
NCT05584657,Medical Facility,Dayton,United States
NCT05584657,Medical Facility2,Dayton,United States
NCT05584657,Medical Facility,Lima,United States
NCT05584657,Medical Facility,Middleburg Heights,United States
NCT05584657,Medical Facility,Tulsa,United States
NCT05584657,Medical Facility,Eugene,United States
NCT05584657,Medical Facility,Portland,United States
NCT05584657,Medical Facility,Beaver,United States
NCT05584657,Medical Facility,Scottdale,United States
NCT05584657,Medical Facility,Smithfield,United States
NCT05584657,Medical Facility,Draper,United States
NCT05584657,Medical Facility,Pleasant Grove,United States
NCT05584657,Medical Facility,Salt Lake City,United States
NCT05584657,Medical Facility,Falls Church,United States
NCT05584657,Medical Facility,Manassas,United States
NCT05584657,Medical Facility,Lakewood,United States
NCT05584657,Medical Facility,Aventura,United States
NCT05584657,Medical Facility,Boynton Beach,United States
NCT05584657,Medical Facility,Cape Coral,United States
NCT05584657,Medical Facility,Doral,United States
NCT05584657,Medical Facility,Edgewater,United States
NCT05584657,Medical Facility,Hialeah,United States
NCT05584657,Medical Facility,Hollywood,United States
NCT05584657,Medical Facility,Homestead,United States
NCT05584657,Medical Facility,Lake Worth,United States
NCT05584657,Medical Facility2,Lake Worth,United States
NCT05584657,Medical Facility,Leesburg,United States
NCT05584657,Medical Facility,Miami Beach,United States
NCT05584657,Medical Facility,Miami Gardens,United States
NCT05584657,Medical Facility2,Miami Lakes,United States
NCT05584657,Medical Facility,Miami Lakes,United States
NCT05584657,Medical Facility3,Miami,United States
NCT05584657,Medical Facility2,Miami,United States
NCT05584657,Medical Facility,Miami,United States
NCT05584657,Medical Facility9,Miami,United States
NCT05584657,Medical Facility5,Miami,United States
NCT05584657,Medical Facility8,Miami,United States
NCT05584657,Medical Facility6,Miami,United States
NCT05584657,Medical Facility7,Miami,United States
NCT05584657,Medical Facility4,Miami,United States
NCT05584657,Medical Facility,Orlando,United States
NCT05584657,Medical Facility2,Orlando,United States
NCT05584657,Medical Facility,Ormond Beach,United States
NCT05584657,Medical Facility,Pompano Beach,United States
NCT05584657,Medical Facility,Sweetwater,United States
NCT05584657,Medical Facility,Tamarac,United States
NCT05584657,Medical Facility,Tampa,United States
NCT05584657,Medical Facility3,Tampa,United States
NCT05584657,Medical Facility4,Tampa,United States
NCT05584657,Medical Facility2,Tampa,United States
NCT05584657,Medical Facility5,Tampa,United States
NCT05584657,Medical Facility,Winter Haven,United States
NCT05584657,Medical Facility3,Atlanta,United States
NCT05584657,Medical Facility2,Atlanta,United States
NCT05584657,Medical Facility,Atlanta,United States
NCT05584657,Medical Facility,Decatur,United States
NCT05584657,Medical Facility,Lawrenceville,United States
NCT05584657,Medical Facility,Union City,United States
NCT05584657,Medical Facility,Woodstock,United States
NCT05584657,Medical Facility,Blackfoot,United States
NCT05584657,Medical Facility2,Idaho Falls,United States
NCT05584657,Medical Facility,Idaho Falls,United States
NCT05584657,Medical Facility,Upper Saint Clair,United States
NCT05584657,Medical Facility,Charleston,United States
NCT05584657,Medical Facility,Easley,United States
NCT05584657,Medical Facility,Greenville,United States
NCT05584657,Medical Facility,Lancaster,United States
NCT05584657,Medical Facility,Myrtle Beach,United States
NCT05584657,Medical Facility,Powdersville,United States
NCT05584657,Medical Facility,Seneca,United States
NCT05584657,Medical Facility,Summerville,United States
NCT05584657,Medical Facility2,Chattanooga,United States
NCT05584657,Medical Facility,Chattanooga,United States
NCT05584657,Medical Facility,Hendersonville,United States
NCT05584657,Medical Facility,Memphis,United States
NCT05584657,Medical Facility,Nashville,United States
NCT05584657,Medical Facility,Austin,United States
NCT05584657,Medical Facility,Carrollton,United States
NCT05584657,Medical Facility2,Carrollton,United States
NCT05584657,Medical Facility,Corpus Christi,United States
NCT05584657,Medical Facility,Dallas,United States
NCT05584657,Medical Facility,Frisco,United States
NCT05584657,Medical Facility,Georgetown,United States
NCT05584657,Medical Facility2,Houston,United States
NCT05584657,Medical Facility,Houston,United States
NCT05584657,Medical Facility,Kingwood,United States
NCT05584657,Medical Facility,League City,United States
NCT05584657,Medical Facility2,McKinney,United States
NCT05584657,Medical Facility,McKinney,United States
NCT05584657,Medical Facility2,Mesquite,United States
NCT05584657,Medical Facility,Mesquite,United States
NCT05584657,Medical Facility,Missouri City,United States
NCT05584657,Medical Facility,Pearland,United States
NCT05584657,Medical Facility2,Plano,United States
NCT05584657,Medical Facility,Plano,United States
NCT05584657,Medical Facility,San Antonio,United States
NCT05584657,Medical Facility 2,Sugar Land,United States
NCT05584657,Medical Facility3,Sugar Land,United States
NCT05584657,Medical Facility,Sugar Land,United States
NCT05584657,Medical Facility 2,Draper,United States
NCT03091777,Site 103,Raleigh,United States
NCT05044156,İrem Şenyuva,Usak,Turkey
NCT05958953,AUO Policlinico di Modena,Modena,Italy
NCT01406587,Urology Center of Central Florida/Triquest Clinical Research Inc.,St. Cloud,United States
NCT01406587,Soapstone Center for Clinical Research,Decatur,United States
NCT01406587,Hutzel Women's Health Research,Detroit,United States
NCT01406587,Bellevue Family Practice/Clinical Research Advantage,Bellevue,United States
NCT01406587,Clinical Research Center of Nevada,Las Vegas,United States
NCT01406587,AccuMed Research Associates,Garden City,United States
NCT01406587,Wake Research Associates,Raleigh,United States
NCT01406587,"Hawthorne Medical Research, Inc.",Winston-Salem,United States
NCT01406587,Hometown Urgent Care and Research,Groveport,United States
NCT01406587,Hometown Urgent Care and Research,Springfield,United States
NCT01406587,"Ellipsis Research Group, LLC",Columbia,United States
NCT01406587,"Palmetto Clinical Research, LLC",Greenville,United States
NCT01406587,InvestiClin Research,Brentwood,United States
NCT01406587,Advanced Research Associates,Corpus Christi,United States
NCT01406587,"R/D Clinical Research, Inc.",Lake Jackson,United States
NCT01406587,Clinical Trials of Texas,San Antonio,United States
NCT01346774,Urogynecology Clinic; University of Michigan,Ann Arbor,United States
NCT00598403,General Hospital of Chest Disease of Athens,Athens,Greece
NCT00598403,General Hospital of Thessaloniki,Thessaloniki,Greece
NCT00598403,CS Rincón de Loix,Benidorm,Spain
NCT00598403,CAP Cornella,Cornella de Llobregat,Spain
NCT00598403,CAP 17 setembre,El Prat de Llobregat,Spain
NCT00598403,CAP Bartomeu Fabres Anglada,Gava,Spain
NCT05584657,Medical Facility,Norfolk,United States
NCT05584657,Medical Facility,Kingwood,United States
NCT05584657,Medical Facility,Morgantown,United States
NCT06317688,Harris Health System,Houston,United States
NCT01832480,Jefferson County Dept of Health/STD Specialty Clinic,Birmingham,United States
NCT01832480,CrescentCare Health and Wellness Center,New Orleans,United States
NCT01832480,Crossroads Clinic,Jackson,United States
NCT01406587,Drug Research and Analysis Corp.,Montgomery,United States
NCT01406587,Mesa Family Medical Center/Clincal Research Advantage,Mesa,United States
NCT01406587,Desert Clinical Research/Clinical Research Advantage,Mesa,United States
NCT01406587,Central Phoenix Medical Clinic/Clinical Research Advantage,Phoenix,United States
NCT01406587,Northern California Research,Sacramento,United States
NCT01406587,Medical Center for Clinical Research,San Diego,United States
NCT01406587,Women's Health Care Research,San Diego,United States
NCT01406587,Tampa Bay Medical Research,Clearwater,United States
NCT01406587,"Health Awareness, Inc.",Jupiter,United States
NCT04587050,Imperial College Healthcare NHS Trust,London,United Kingdom
NCT05362955,Lumumba Sub-County Hospital KEMRI- Research Care Training Program (RCTP) Building,Kisumu,Kenya
NCT03077711,NorthShore Univeristy HealthSystem,Skokie,United States
NCT03248297,Cameroon Baptist Convention Health Services,Bamenda,Cameroon
NCT00598403,CAP Amadeu Torner,Hospitalet de Llobregat,Spain
NCT00598403,CAP Florida Nord,Hospitalet de Llobregat,Spain
NCT00598403,CAP Dr. Vicens Papaceit,La Roca del Valles,Spain
NCT00598403,CAP Les Bases-Manresa 3,Manresa,Spain
NCT00598403,CAP La Riera,Mataro,Spain
NCT00598403,CAP El Maresme,Mataro,Spain
NCT00598403,CAP Navas-Balsareny,Navas,Spain
NCT00598403,CAP Remei,Vic,Spain
NCT00598403,CS San Telmo,Jerez de la frontera,Spain
NCT00598403,CS Cabra,Cabra,Spain
NCT00598403,CS Lucena,Lucena,Spain
NCT00598403,CS Rute,Rute,Spain
NCT00598403,CS Billabona,Billabona,Spain
NCT00598403,CS Legazpi,Legazpi,Spain
NCT00598403,CS Monzón Urbano,Monzon,Spain
NCT00598403,CS Basurto,Bilbao,Spain
NCT00598403,CS Cabo Huertas,Alicante,Spain
NCT00598403,CAP El Clot,Barcelona,Spain
NCT00598403,Fundacion Puigvert,Barcelona,Spain
NCT00598403,CS Sagasta Ruiseñores,Zaragoza,Spain
NCT00598403,CS Torrero La Paz,Zaragoza,Spain
NCT00598403,CS Torre Ramona,Zaragoza,Spain
NCT00598403,CS Arrabal,Zaragoza,Spain
NCT00598403,CS Bombarda,Zaragoza,Spain
NCT03305991,Adama Health Center,Adama,Ethiopia
NCT03305991,Adama Regional Hospital,Adama,Ethiopia
NCT03305991,Gheda Health Center,Adama,Ethiopia
NCT01507974,"Dep of OG/GYN, Emek Medical Center",Afula,Israel
NCT05085353,Trauma Center at Methodist Dallas Medical Center,Dallas,United States
NCT01488955,Univercity Medical Center Goettingen,Goettingen,Germany
NCT01488955,MHH Hannover,Hannover,Germany
NCT05584657,Medical Facility,Eunice,United States
NCT01525498,University of Oklahoma Health Sciences Center,Oklahoma City,United States
NCT05584657,Medical Facility,Mandeville,United States
NCT01539668,Barretos Cancer Hospital,Barretos,Brazil
NCT01539668,Barretos Cancer Hospital,Barretos,Brazil
NCT05584657,Medical Facility,Marrero,United States
NCT05584657,Medical Facility,Metairie,United States
NCT05488340,Research Site 102,Doral,United States
NCT06052033,first affiliated hospital of Wenzhou medical university,Wenzhou,China
NCT01550783,University of Minnesota/Masonic Cancer Center,Minneapolis,United States
NCT01550783,Fred Hutch/University of Washington Cancer Consortium,Seattle,United States
NCT05488340,Research Site 107,Miami,United States
NCT05488340,Research Site 106,Miami,United States
NCT05570331,"Tongji Hospital, Tongji Medical College Huazhong University of Science and Technology",Wuhan,China
NCT05488340,Research Site 103,Miami,United States
NCT05488340,Research Site 100,Palmetto Bay,United States
NCT05488340,Research Site 108,Forney,United States
NCT05227937,Maimonides Medical Center,Brooklyn,United States
NCT05667207,Stefanie Stark,Erlangen,Germany
NCT03994055,Instituto Nacional de Cancerologia,Mexico City,Mexico
NCT04305808,Hadassah Medical Center,Jerusalem,Israel
NCT01843166,"London Health Sciences Centre, University of Western Ontario",London,Canada
NCT05667207,University Hospital Würzburg,Würzburg,Germany
NCT01874158,Delgado Personal Health Center,New Orleans,United States
NCT03871491,ICDDRB,Dhaka,Bangladesh
NCT03871491,Kinshasa School of Public Health,Kinshasa,"Congo, The Democratic Republic of the"
NCT03871491,Institute for Nutrition of Central America and Panama (INCAP),Guatemala City,Guatemala
NCT03871491,Jawaharlal Nehru Medical College,Belagam,India
NCT03871491,Lata Medical Research Foundation,Nagpur,India
NCT03871491,Moi University School of Medicine,Eldoret,Kenya
NCT03871491,The Aga Khan University,Karachi,Pakistan
NCT03871491,University Teaching Hospital,Lusaka,Zambia
NCT01842100,Queen Mary Hospital,Hong Kong,China
NCT01905462,GSK Investigational Site,London,United Kingdom
NCT02869165,Health Care Outpatient Center and Springs Medical Center,Louisville,United States
NCT01881165,The University of British Columbia,Vancouver,Canada
NCT01915251,"National Institutes of Health Clinical Center, 9000 Rockville Pike",Bethesda,United States
NCT04433364,Västerås,Västerås,Sweden
NCT04433364,Ystad,Ystad,Sweden
NCT04433364,Örebro University Hospital,Örebro,Sweden
NCT04433364,Linköping University Hospital,Linköping,Sweden
NCT04433364,Vrinnevisjukhuset,Norrköping,Sweden
NCT04433364,Falu Hospital,Falun,Sweden
NCT04433364,Halmstad lasarett,Halmstad,Sweden
NCT04433364,Varbergs sjukhus,Varberg,Sweden
NCT04433364,Helsingborgs lasarett,Helsingborg,Sweden
NCT04433364,Skåne Universitetssjukhus,Lund,Sweden
NCT04433364,Eskiltuna hospital,Eskilstuna,Sweden
NCT04433364,Boras hospital,Boras,Sweden
NCT04433364,Sahlgrenska Univeristy Hospital,Gothenburg,Sweden
NCT04433364,Ryhovs sjukhus,Jönköping,Sweden
NCT04433364,Kalmar Lasarett,Kalmar,Sweden
NCT04433364,Karlstad lasarett,Karlstad,Sweden
NCT04433364,Kristiandstad länssjukhus,Kristianstad,Sweden
NCT04433364,Skaraborgs sjukhus Skövde,Skövde,Sweden
NCT04433364,BB Stockholm,Stockholm,Sweden
NCT04433364,Danderyd,Stockholm,Sweden
NCT04433364,Karolinska University Hospital Solna,Stockholm,Sweden
NCT04433364,Karolinska University Hospital- Huddinge,Stockholm,Sweden
NCT04433364,Södersjukhuset,Stockholm,Sweden
NCT04433364,Södertälje,Stockholm,Sweden
NCT04433364,Sundsvall,Sundsvall,Sweden
NCT04433364,Umeå University Hospital,Umeå,Sweden
NCT04433364,Uppsala University Hospital,Uppsala,Sweden
NCT05282095,Fujian Maternity and Child Health Hospital,Fuzhou,China
NCT01593124,Eastern Virginia Medical School CONRAD Clinical Research Center,Norfolk,United States
NCT01597804,Roswell Park Cancer Institute,Buffalo,United States
NCT06056947,Ege University Family Planning and Infertility Application and Research Center,Izmir,Turkey
NCT05282095,Fujian Medical University Union Hospital,Fuzhou,China
NCT05282095,The First Affiliated Hospital of Fujian Medical University,Fuzhou,China
NCT05282095,Longyan First Hospital,Longyan,China
NCT05282095,Longyan People Hospital of Fujian,Longyan,China
NCT05282095,The Second Hospital of Longyan,Longyan,China
NCT05282095,Nanping Second Hospital,Nanping,China
NCT05282095,Mindong Hospital of Ningde City,Ningde,China
NCT05282095,Ningde Municipal Hospital of Ningde Normal University,Ningde,China
NCT05282095,The First Hospital of Putian City,Putian,China
NCT05282095,The Affiliated Hospital of Putian University,Putian,China
NCT05282095,Quanzhou First Hospital Afflicated to Fujian Medical University,Quanzhou,China
NCT05282095,Sanming Second Hospital,Sanming,China
NCT05282095,Zhongshan Hospital Xiamen University,Xiamen,China
NCT05282095,Zhangzhou affiliated Hospital of Fujian Medical University,Zhangzhou,China
NCT05282095,Gansu Provincial Maternal and Child Health Care Hospital,Lanzhou,China
NCT05282095,Shenzhen Maternity and Child HealthCare Hospital,Shenzhen,China
NCT05282095,Guiyang maternal and child health care hospital,Guiyang,China
NCT05282095,Hubei Maternal and Child Health Care Hospital,Wuhan,China
NCT05282095,Tongji Hospital affiliated to Tongji Medical College of Huazhong University of Science & Technology,Wuhan,China
NCT05282095,Zhongnan Hospital of Wuhan University,Wuhan,China
NCT05282095,Jiangxi maternal and Child Health Hospital,Nanchang,China
NCT05282095,Shanghai First Maternity and Infant Hospital,Shanghai,China
NCT05282095,Northwest Women's and Children's Hospital,Xi'an,China
NCT05282095,The First Affiliated Hospital of Ningbo University,Ningbo,China
NCT02859493,Dermscan,Villeurbanne,France
NCT05837962,Local Hospital of Piedecuesta,Santander,Colombia
NCT01799356,T.C.S.B. İstanbul Training Research Hospital,Samatya,Turkey
NCT01799356,T.C.S.B. Kanuni Sultan Suleyman Training Hospital,İstanbul,Turkey
NCT01799356,T.C.S.B Mardin Women and Children Hospital,Mardin,Turkey
NCT01799356,T.C.S.B. Şişli Etfal Training Research Hospital,Şişli,Turkey
NCT04048356,University of New Mexico Health Sciences Center,Albuquerque,United States
NCT00734968,"Scott and White Hosptial, Texas A&M University",Temple,United States
NCT05666778,Rush University Medical Center,Chicago,United States
NCT05666778,Nyanza Reproductive Health Society,Kisumu,Kenya
NCT02124252,Kenya Medical Research Institute,Nairobi,Kenya
NCT05426148,"Dongtai City Center for Disease Control and Prevention Dongtai, Jiangsu",Dongtai,China
NCT06268509,Jakarta Primary Care Health Facility (Puskesmas) under Jakarta Health Office,Jakarta,Indonesia
NCT06268483,IRCCS Fondazione Ca' Granda Ospedale Maggiore Policlinico,Milan,Italy
NCT06344884,UNC Health Rex,Raleigh,United States
NCT02289794,Hôpitaux Universitaires de Genève,Geneve,Switzerland
NCT01735006,Cancer Institute ＆ Hospital Chinese Academy of Medical Sciences,Beijing,China
NCT00262106,"Reproductive Health and HIV Research Unit, Chris Hani Baragwanath Hospital",Bertsham,South Africa
NCT00262106,Africa Centre for Health and Population Studies,Mtubatuba,South Africa
NCT00262106,"HIV Prevention Research Unit, Medical Research Council",Westville,South Africa
NCT00262106,AMREF Lake Zone Programme,Mwanza,Tanzania
NCT00262106,"MRC Programme on AIDS in Uganda, Uganda Virus Research Institute",Entebbe,Uganda
NCT00262106,"MDP Zambia, Nakambala Sugar Estate",Mazabuka,Zambia
NCT01776021,NA,San Diego,United States
NCT01776021,NA,Chandler,United States
NCT01776021,NA,Scottsdale,United States
NCT04306731,"College of Medicine, University of Sulaimani",Sulaymaniyah,Iraq
NCT01776021,NA,Santa Rosa,United States
NCT01776021,NA,Denver,United States
NCT01779193,"Department of Obstetrics and Gynecology, College of Medicine, National Cheng Kung University",Tainan,Taiwan
NCT01776021,NA,Edgewater,United States
NCT05557318,MacKay Memorial Hospital,Taipei,Taiwan
NCT05557318,Tri-Service General Hospital,Taipei,Taiwan
NCT01776021,NA,Miami,United States
NCT01776021,NA,Summerfield,United States
NCT01776021,Ocean Spray Cranberries Research Sites,Addison,United States
NCT01776021,NA,Evanston,United States
NCT01776021,NA,Edina,United States
NCT01776021,NA,Cincinnati,United States
NCT01776021,NA,Columbus,United States
NCT01776021,NA,Anderson,United States
NCT01776021,NA,Dallas,United States
NCT01776021,NA,Pleasant Grove,United States
NCT01776021,NA,Salt Lake City,United States
NCT01800799,Buddhist Tzu Chi General Hospital,Hualien,Taiwan
