nct_id,id_source,id_value,id_type,id_type_description,id_link
NCT04347499,org_study_id,CBT PND KHI,NA,NA,NA
NCT00373750,org_study_id,1R01DA019042-01A1,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/1R01DA019042-01A1
NCT00373750,secondary_id,1R01DA019042-01A1,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/1R01DA019042-01A1
NCT04376021,org_study_id,28,NA,NA,NA
NCT02122393,org_study_id,H2001/01263,NA,NA,NA
NCT04845230,org_study_id,202011018,NA,NA,NA
NCT04011592,org_study_id,HSC-MS-18-0416,NA,NA,NA
NCT03247491,org_study_id,50/2014/04,NA,NA,NA
NCT03573713,org_study_id,FHU-ECF,NA,NA,NA
NCT02053649,org_study_id,540053-2,NA,NA,NA
NCT02053649,secondary_id,1R34MH104377-01A1,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/1R34MH104377-01A1
NCT02057627,org_study_id,1R21HD065156-01,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/1R21HD065156-01
NCT00059228,org_study_id,030161,NA,NA,NA
NCT00059228,secondary_id,03-M-0161,NA,NA,NA
NCT03212547,org_study_id,ADBB Chile,NA,NA,NA
NCT04037085,org_study_id,STUDY18120046,NA,NA,NA
NCT04923698,org_study_id,Cairo Un110,NA,NA,NA
NCT02441595,org_study_id,K63103043a,NA,NA,NA
NCT05299398,org_study_id,120394,NA,NA,NA
NCT04472065,org_study_id,2020P000562,NA,NA,NA
NCT05148260,org_study_id,0000-0001-5034-0335b,NA,NA,NA
NCT03039530,org_study_id,PH CBT,NA,NA,NA
NCT00277108,org_study_id,LXP-MD80,NA,NA,NA
NCT04348929,org_study_id,2020-A00881-38,NA,NA,NA
NCT02978326,org_study_id,217-PPD-201,NA,NA,NA
NCT02516982,org_study_id,15IC2687,NA,NA,NA
NCT01280474,org_study_id,99071,NA,NA,NA
NCT02661789,org_study_id,GnRHa,NA,NA,NA
NCT02661789,secondary_id,H-2-2010-108,Other Identifier,Ethical Committee,NA
NCT04741971,org_study_id,P00001711,NA,NA,NA
NCT05399784,org_study_id,Kole_ConstanceHowesGrant_2020,NA,NA,NA
NCT00744328,org_study_id,R01MH057102,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/R01MH057102
NCT05038085,org_study_id,2021 - 175,NA,NA,NA
NCT04836585,org_study_id,2020-0090-B,NA,NA,NA
NCT00745537,org_study_id,B7473,NA,NA,NA
NCT05698394,org_study_id,2022-562,NA,NA,NA
NCT00602732,org_study_id,R34MH075013,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/R34MH075013
NCT00602732,secondary_id,R34MH075013,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/R34MH075013
NCT00602732,secondary_id,DSIR 83-ATP,NA,NA,NA
NCT00604604,org_study_id,MCT-66874,NA,NA,NA
NCT00604604,secondary_id,ISRCTN68337727,NA,NA,NA
NCT03167905,org_study_id,2017/2090,NA,NA,NA
NCT05806463,org_study_id,23020,NA,NA,NA
NCT04818047,org_study_id,CHREB-Ethics ID #: REB16-1811,NA,NA,NA
NCT00711971,secondary_id,R21AT004166-01A1,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/R21AT004166-01A1
NCT03052374,org_study_id,REB-Ethics ID #: REB16-1811,NA,NA,NA
NCT04264520,org_study_id,00096405,NA,NA,NA
NCT04933708,org_study_id,848622,NA,NA,NA
NCT00392847,org_study_id,P051045,NA,NA,NA
NCT00276900,org_study_id,R01MH053735,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/R01MH053735
NCT00276900,secondary_id,R01MH053735,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/R01MH053735
NCT00276900,secondary_id,DSIR 83-ATP,NA,NA,NA
NCT00804739,org_study_id,1R34MH082141-01,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/1R34MH082141-01
NCT02191423,org_study_id,TASMC-14-MB-161-CTIL,NA,NA,NA
NCT02843022,org_study_id,NURS2015-3,NA,NA,NA
NCT00833469,org_study_id,2008-P-001509,NA,NA,NA
NCT04043533,org_study_id,AdıyamanUniversty,NA,NA,NA
NCT04576754,org_study_id,Woebot Labs Inc. - 0030,NA,NA,NA
NCT01909167,org_study_id,13IC0475,NA,NA,NA
NCT02148965,org_study_id,PAMELA-649.244,NA,NA,NA
NCT02148965,secondary_id,Wellcome Trust - 522.064,Other Grant/Funding Number,Wellcome Trust,NA
NCT04227704,org_study_id,201910191,NA,NA,NA
NCT00051246,org_study_id,R01MH062054,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/R01MH062054
NCT00051246,secondary_id,R01MH062054,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/R01MH062054
NCT02791932,org_study_id,R40MC29454,NA,NA,NA
NCT04940585,org_study_id,19-01961,NA,NA,NA
NCT05345834,org_study_id,Pro00015379,NA,NA,NA
NCT00056901,org_study_id,030138,NA,NA,NA
NCT00056901,secondary_id,03-M-0138,NA,NA,NA
NCT04565730,org_study_id,Medipol Hospital 16,NA,NA,NA
NCT03210155,org_study_id,HSRP #36-17,NA,NA,NA
NCT02355067,org_study_id,14-011491,NA,NA,NA
NCT04108533,org_study_id,833824,NA,NA,NA
NCT03417960,org_study_id,Pro00073886,NA,NA,NA
NCT00361478,org_study_id,07/2004,NA,NA,NA
NCT00043602,org_study_id,R01MH059668,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/R01MH059668
NCT00043602,secondary_id,R01MH059668,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/R01MH059668
NCT00043602,secondary_id,DSIR 83-ATAS,NA,NA,NA
NCT04073043,org_study_id,SMHC-18-25,NA,NA,NA
NCT00053651,org_study_id,R21MH061555,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/R21MH061555
NCT00053651,secondary_id,R21MH061555,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/R21MH061555
NCT00053651,secondary_id,DSIR AT-AS,NA,NA,NA
NCT02813174,org_study_id,16-018-H,NA,NA,NA
NCT01217658,org_study_id,HSC-MS-10-0392,NA,NA,NA
NCT01217658,secondary_id,K23HD065872,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/K23HD065872
NCT05588089,org_study_id,Hitituniversity,NA,NA,NA
NCT02221895,org_study_id,214030,NA,NA,NA
NCT05444179,org_study_id,MiChild Group,NA,NA,NA
NCT00370903,org_study_id,2005009,NA,NA,NA
NCT04844138,org_study_id,P2020:104,NA,NA,NA
NCT04844138,secondary_id,53294,Other Grant/Funding Number,Research Manitoba,NA
NCT03464630,org_study_id,1R01HD086894,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/1R01HD086894
NCT03464630,secondary_id,R01HD086894-01A1,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/R01HD086894-01A1
NCT00183547,org_study_id,R34MH071300,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/R34MH071300
NCT00183547,secondary_id,R34MH071300,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/R34MH071300
NCT00183547,secondary_id,DSIR 84-CTP,NA,NA,NA
NCT03022526,org_study_id,PRO16060602,NA,NA,NA
NCT00942721,org_study_id,R01MH084931,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/R01MH084931
NCT00942721,secondary_id,R01MH084931,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/R01MH084931
NCT00942721,secondary_id,1R01MH084931-01A1,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/1R01MH084931-01A1
NCT00942721,secondary_id,DSIR 83-ATP,NA,NA,NA
NCT03924492,org_study_id,547-PPD-401,NA,NA,NA
NCT06282419,org_study_id,B.30.2.ATA.0.01.00/542,NA,NA,NA
NCT06276647,org_study_id,850584,NA,NA,NA
NCT06276647,secondary_id,R01MD016029,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/R01MD016029
NCT04093791,org_study_id,80209930587,NA,NA,NA
NCT02692404,org_study_id,PRO15030338,NA,NA,NA
NCT04857593,org_study_id,219425/Z/19/Z-PNDO,NA,NA,NA
NCT04332146,org_study_id,UW17-431,NA,NA,NA
NCT04296734,org_study_id,HD097215,NA,NA,NA
NCT04296734,secondary_id,GRANT12740559,Other Grant/Funding Number,NICHD,NA
NCT04296734,secondary_id,1R01HD097215-01A1,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/1R01HD097215-01A1
NCT05225987,org_study_id,2020/12,NA,NA,NA
NCT05751746,org_study_id,B-2209-780-302,NA,NA,NA
NCT02505984,org_study_id,2015P001100,NA,NA,NA
NCT02505984,secondary_id,224421,Other Grant/Funding Number,Claflin Distinguished Scholar Award,NA
NCT02505984,secondary_id,225686,Other Grant/Funding Number,Brain & Behavior Research Foundation,NA
NCT02505984,secondary_id,1R21HD090396-01A1,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/1R21HD090396-01A1
NCT06316193,org_study_id,DiaPaNeo,NA,NA,NA
NCT04706442,org_study_id,NHG DSRB 2019/00875,NA,NA,NA
NCT00380419,org_study_id,HUM00007344,NA,NA,NA
NCT00380419,secondary_id,R21MH072673,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/R21MH072673
NCT00380419,secondary_id,DSIR 83-ATAS,NA,NA,NA
NCT05285215,org_study_id,CSAINV21jun-0008,NA,NA,NA
NCT05585164,org_study_id,22-04024696,NA,NA,NA
NCT03837392,org_study_id,202002658,NA,NA,NA
NCT02210702,org_study_id,14-06-FB-0118-HOSP,NA,NA,NA
NCT05764213,org_study_id,00123833,NA,NA,NA
NCT04183946,org_study_id,Willkommen Mutterglück Program,NA,NA,NA
NCT00384943,org_study_id,FRSQ 024018,NA,NA,NA
NCT03336541,org_study_id,2017[36],NA,NA,NA
NCT05997953,org_study_id,520235,NA,NA,NA
NCT04636398,org_study_id,R21HD101786,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/R21HD101786
NCT04636398,secondary_id,R21HD101786,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/R21HD101786
NCT03460756,org_study_id,1042-PPD-2003,NA,NA,NA
NCT02790905,org_study_id,SMRU1503,NA,NA,NA
NCT05040581,org_study_id,1DayPrev,NA,NA,NA
NCT05186272,org_study_id,1693692,NA,NA,NA
NCT05097586,org_study_id,CTO Project ID: 3263,NA,NA,NA
NCT04680585,org_study_id,2020-0054-B,NA,NA,NA
NCT05059600,org_study_id,547-PPD-404,NA,NA,NA
NCT03228394,org_study_id,1042-PPD-2002,NA,NA,NA
NCT05893485,org_study_id,H-52059,NA,NA,NA
NCT05209789,org_study_id,RC31/21/0166,NA,NA,NA
NCT03880032,org_study_id,R01MH111859-01,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/R01MH111859-01
NCT03427528,org_study_id,STU00203918-B,NA,NA,NA
NCT03427528,secondary_id,1R21MD011320-01,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/1R21MD011320-01
NCT05753176,org_study_id,RCT1-day CBT to prevent PPD,NA,NA,NA
NCT04741776,org_study_id,D21065,NA,NA,NA
NCT04741776,secondary_id,1R34MH124951,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/1R34MH124951
NCT04138368,org_study_id,EMC-0057-19,NA,NA,NA
NCT02738021,org_study_id,15-00416,NA,NA,NA
NCT00436150,org_study_id,R34MH077588,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/R34MH077588
NCT00436150,secondary_id,R34MH077588,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/R34MH077588
NCT00436150,secondary_id,DSIR 84-CTP,NA,NA,NA
NCT03836430,org_study_id,2018P001771,NA,NA,NA
NCT01925664,org_study_id,R40 MC 00203,NA,NA,NA
NCT04129476,org_study_id,GonabadUMS,NA,NA,NA
NCT04366817,org_study_id,APHP200471,NA,NA,NA
NCT04853693,org_study_id,ZD-ZDOVA1-018,NA,NA,NA
NCT00402389,org_study_id,K23MH066265,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/K23MH066265
NCT00402389,secondary_id,K23MH066265,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/K23MH066265
NCT00402389,secondary_id,DATR AK-TNAI2,NA,NA,NA
NCT00617045,org_study_id,HIC0609001827-Lilly-Duloxetine,NA,NA,NA
NCT00617045,secondary_id,F1J-US-X043,Other Grant/Funding Number,Eli Lilly Pharmaceutical,NA
NCT01899534,org_study_id,00039130,NA,NA,NA
NCT05423093,org_study_id,IRB00170216,NA,NA,NA
NCT05423093,secondary_id,1K23MH118431-01A1,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/1K23MH118431-01A1
NCT03438071,org_study_id,VISIO-NEONAT,NA,NA,NA
NCT04279093,org_study_id,274007,NA,NA,NA
NCT02682004,org_study_id,51,NA,NA,NA
NCT01328613,org_study_id,999908320,NA,NA,NA
NCT01328613,secondary_id,08-AG-N320,NA,NA,NA
NCT03415321,org_study_id,NecmettinEU,NA,NA,NA
NCT03420755,org_study_id,STU00203918-A,NA,NA,NA
NCT03420755,secondary_id,1R21MD011320-01,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/1R21MD011320-01
NCT06246214,org_study_id,2022-0584,NA,NA,NA
NCT05766475,org_study_id,1916994-3,NA,NA,NA
NCT05766475,secondary_id,R01MH130976-01,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/R01MH130976-01
NCT03709004,org_study_id,1132743,NA,NA,NA
NCT05958095,org_study_id,CU-T-003,NA,NA,NA
NCT03004872,org_study_id,HUM00119428,NA,NA,NA
NCT05891717,org_study_id,REC/RCR & AHS/23/0509,NA,NA,NA
NCT05772897,org_study_id,21-2593,NA,NA,NA
NCT00795652,org_study_id,3556,NA,NA,NA
NCT04442503,org_study_id,217-PPD-301,NA,NA,NA
NCT04442503,secondary_id,2020-001424-34,EudraCT Number,NA,NA
NCT05820958,org_study_id,8/2017,NA,NA,NA
NCT04045132,org_study_id,19-016174,NA,NA,NA
NCT04045132,secondary_id,R61MH118405,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/R61MH118405
NCT04045132,secondary_id,19-016174-B,Other Identifier,Children's Hospital of Philadelphia,NA
NCT01587729,org_study_id,115734,NA,NA,NA
NCT01587729,secondary_id,WEUKBRE5556,Other Identifier,GSK,NA
NCT05046405,org_study_id,2020.02059.CEECIND,NA,NA,NA
NCT05046405,secondary_id,PTDC/PSI-GER/3110/2021,Other Identifier,Foundation for Science and Technology,NA
NCT01463202,org_study_id,SFP5-1,NA,NA,NA
NCT03309163,org_study_id,ETPPD Trail,NA,NA,NA
NCT05804708,org_study_id,GH001-PPD-203,NA,NA,NA
NCT05110456,org_study_id,2021-3210,NA,NA,NA
NCT03793569,org_study_id,STUDY00007890,NA,NA,NA
NCT03357965,org_study_id,18517,NA,NA,NA
NCT03791749,org_study_id,IRAS: 252031,NA,NA,NA
NCT02121496,org_study_id,#6889,NA,NA,NA
NCT00518830,org_study_id,1040434,NA,NA,NA
NCT02979444,org_study_id,STU00203761,NA,NA,NA
NCT00360204,org_study_id,22163,NA,NA,NA
NCT00360204,secondary_id,R40 MC 06630-01,NA,NA,NA
NCT04769700,org_study_id,Lactancia1,NA,NA,NA
NCT05845840,org_study_id,BRII-297-001,NA,NA,NA
NCT05821569,org_study_id,RC 53/22,NA,NA,NA
NCT01386086,org_study_id,CN138-623,NA,NA,NA
NCT00548743,org_study_id,5R01HS014744-02,U.S. AHRQ Grant/Contract,NA,https://reporter.nih.gov/quickSearch/5R01HS014744-02
NCT04813341,org_study_id,REC/00844 Rida Fatima,NA,NA,NA
NCT03470675,org_study_id,STU00206016,NA,NA,NA
NCT02566980,org_study_id,14-458M,NA,NA,NA
NCT02566980,secondary_id,1R01MH104622-01,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/1R01MH104622-01
NCT03715218,org_study_id,NMP 0146,NA,NA,NA
NCT02526433,org_study_id,SATB2015b,NA,NA,NA
NCT04285684,org_study_id,KetamineResearch,NA,NA,NA
NCT01407783,org_study_id,5R34MH083085-02,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/5R34MH083085-02
NCT01423331,org_study_id,20110409R,NA,NA,NA
NCT04834622,org_study_id,219425/Z/19/Z-PND,NA,NA,NA
NCT04834622,secondary_id,278445,Other Identifier,Health Research Authority,NA
NCT06053515,org_study_id,5R01MD016037-03,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/5R01MD016037-03
NCT06053515,secondary_id,5R01MD016037-03,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/5R01MD016037-03
NCT06053515,secondary_id,3R01MD016037-03S1,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/3R01MD016037-03S1
NCT00929409,org_study_id,4.2009.373,NA,NA,NA
NCT00929409,secondary_id,21830,Other Identifier,"NSD, Norway",NA
NCT00929409,secondary_id,09/03045-4,Other Identifier,"SLV, Norway",NA
NCT00929409,secondary_id,2008-008526-79,EudraCT Number,NA,NA
NCT05400382,org_study_id,MaMiDaPP,NA,NA,NA
NCT05622305,org_study_id,PHN1DayCBT,NA,NA,NA
NCT05503056,org_study_id,20223247,NA,NA,NA
NCT00681668,org_study_id,D1449L00023,NA,NA,NA
NCT05044455,org_study_id,OnlinePeerCBT,NA,NA,NA
NCT02559986,org_study_id,1111007501,NA,NA,NA
NCT00951717,org_study_id,05-1062,NA,NA,NA
NCT00951717,secondary_id,R01MH077683,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/R01MH077683
NCT00951717,secondary_id,DSIR 83-ATP,NA,NA,NA
NCT05907213,org_study_id,STUDY22100018,NA,NA,NA
NCT05907213,secondary_id,1R01MH134538-01,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/1R01MH134538-01
NCT03763435,org_study_id,Bartin2018-3,NA,NA,NA
NCT05484999,org_study_id,A22-4290,NA,NA,NA
NCT04441879,org_study_id,bBeAMom/145563/2019,NA,NA,NA
NCT04441879,secondary_id,SFRH/BD/145563/2019,Other Grant/Funding Number,Fundação para a Ciência e a Tecnologia,NA
NCT00782912,org_study_id,08-155,NA,NA,NA
NCT02285504,org_study_id,547-PPD-201,NA,NA,NA
NCT02526407,org_study_id,SATB2015,NA,NA,NA
NCT01175603,org_study_id,JHMI ICTR 2009,NA,NA,NA
NCT01175603,secondary_id,ICTR 2009,Other Identifier,Johns Hopkins University ICTR,NA
NCT05215028,org_study_id,WP-2022-02,NA,NA,NA
NCT02495350,org_study_id,0666-14-RMC,NA,NA,NA
NCT04845347,org_study_id,HUM00190163,NA,NA,NA
NCT04845347,secondary_id,1R01MH121531-01A1,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/1R01MH121531-01A1
NCT03803189,org_study_id,2018-0099-B,NA,NA,NA
NCT03803189,secondary_id,PCG-155463,Other Grant/Funding Number,Canadian Institutes of Health Research (CIHR),NA
NCT03791021,org_study_id,5651-18-SMC,NA,NA,NA
NCT01312883,org_study_id,2P60MD000270-06,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/2P60MD000270-06
NCT01312883,secondary_id,P60MD000270,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/P60MD000270
NCT01482832,org_study_id,R01MH093342,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/R01MH093342
NCT01482832,secondary_id,R01MH093342,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/R01MH093342
NCT06042972,org_study_id,2023-A01411-44,NA,NA,NA
NCT06208852,org_study_id,19-016174-B,NA,NA,NA
NCT06208852,secondary_id,R61MH118405,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/R61MH118405
NCT06208852,secondary_id,19-016174,Other Identifier,CHOP,NA
NCT06207916,org_study_id,SwIntersect,NA,NA,NA
NCT01002027,org_study_id,H2005/01895,NA,NA,NA
NCT05897619,org_study_id,22-10025299,NA,NA,NA
NCT01028482,org_study_id,TASMC-09-MB-301-CTIL,NA,NA,NA
NCT01507649,org_study_id,09101031,NA,NA,NA
NCT06136520,org_study_id,2023/132,NA,NA,NA
NCT01648816,org_study_id,AOM 10056,NA,NA,NA
NCT01648816,secondary_id,2010-A01315-35,Other Grant/Funding Number,ID-RCB,NA
NCT04730570,org_study_id,1024984,NA,NA,NA
NCT01527448,org_study_id,D1443L00032,NA,NA,NA
NCT01527474,org_study_id,SM1562007,NA,NA,NA
NCT01527786,org_study_id,PRISTIQ IOP # 3151A1-44,NA,NA,NA
NCT02497677,org_study_id,UCPH 2015-10,NA,NA,NA
NCT01744041,org_study_id,201203136,NA,NA,NA
NCT01744041,secondary_id,K23MH090245,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/K23MH090245
NCT03120208,org_study_id,CHU-314,NA,NA,NA
NCT03120208,secondary_id,2016-A00092-49,Other Identifier,2016-A00092-49,NA
NCT00228033,org_study_id,R21MH063242,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/R21MH063242
NCT00228033,secondary_id,R21MH063242,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/R21MH063242
NCT00228033,secondary_id,DAHBR AD-D,NA,NA,NA
NCT04012580,org_study_id,2019-077,NA,NA,NA
NCT03196726,org_study_id,NMRR-15-2404-26677,NA,NA,NA
NCT05693792,org_study_id,WB001-002,NA,NA,NA
NCT05551195,org_study_id,WB001-001,NA,NA,NA
NCT03990389,org_study_id,IRB16-1802,NA,NA,NA
NCT03887910,org_study_id,18-0328,NA,NA,NA
NCT06305325,org_study_id,35957,NA,NA,NA
NCT05949190,org_study_id,202305139,NA,NA,NA
NCT04663243,org_study_id,THP in clinical settings,NA,NA,NA
NCT03283254,org_study_id,7428,NA,NA,NA
NCT03283254,secondary_id,R01HD092062,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/R01HD092062
NCT05356026,org_study_id,2020/93,NA,NA,NA
NCT04934488,org_study_id,Peer1DayCBT,NA,NA,NA
NCT06048263,org_study_id,202306156,NA,NA,NA
NCT02352142,org_study_id,AAAN6850,NA,NA,NA
NCT00251342,org_study_id,CRE-2005.224-T,NA,NA,NA
NCT00251342,secondary_id,CUHK_CCT00019,NA,NA,NA
NCT01658098,org_study_id,etamez,NA,NA,NA
NCT02272387,org_study_id,13-0223,NA,NA,NA
NCT01660165,org_study_id,CAAE 0139.0.314.000-09,NA,NA,NA
NCT00001481,org_study_id,950097,NA,NA,NA
NCT00001481,secondary_id,95-M-0097,NA,NA,NA
NCT01602913,org_study_id,116554,NA,NA,NA
NCT01602913,secondary_id,WEUSKOP5966,Other Identifier,GSK,NA
NCT00816725,org_study_id,F32MH077371,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/F32MH077371
NCT00816725,secondary_id,F32MH077371,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/F32MH077371
NCT00816725,secondary_id,5A,NA,NA,NA
NCT00816725,secondary_id,DATR AK-TAIF,Other Grant/Funding Number,National Institute of Mental Health,NA
NCT05595512,org_study_id,JUH obstetrics,NA,NA,NA
NCT05225025,org_study_id,STUDY00005941,NA,NA,NA
NCT02942004,org_study_id,547-PPD-202 B,NA,NA,NA
NCT04297956,org_study_id,spot_mom,NA,NA,NA
NCT05894681,org_study_id,YASEMİN ÖZHÜNER,NA,NA,NA
NCT03638687,org_study_id,IRB00038271,NA,NA,NA
NCT03638687,secondary_id,R01MH104262,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/R01MH104262
